,State,County,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
55, AL,RANDOLPH ,295,22652,1302.31,912.04,0.01%
56, AL,RUSSELL ,657,58172,1129.41,1091.57,0.02%
57, AL,ST. CLAIR ,975,88019,1107.72,999.19,0.04%
58, AL,SHELBY ,1490,210622,707.43,687.63,0.05%
59, AL,SUMTER ,164,13040,1257.67,988.97,0.01%
60, AL,TALLADEGA ,1018,80103,1270.86,1042.67,0.04%
61, AL,TALLAPOOSA ,589,40727,1446.22,1069.16,0.02%
62, AL,TUSCALOOSA ,1763,206102,855.4,903.26,0.06%
63, AL,WALKER ,1012,64967,1557.71,1241.4,0.04%
64, AL,WASHINGTON ,212,16756,1265.22,1043.8,0.01%
65, AL,WILCOX ,125,10986,1137.81,857.15,0.00%
66, AL,WINSTON ,324,23805,1361.06,960.97,0.01%
67, AK,ALEUTIANS EAST BOROUGH,12,3296,Unreliable,Unreliable,0.00%
68, AK,ALEUTIANS WEST CENSUS AREA,22,5647,389.59,594.32,0.00%
69, AK,ANCHORAGE BOROUGH,1724,298192,578.15,717.44,0.06%
70, AK,BETHEL CENSUS AREA,122,17968,678.98,1146.51,0.00%
71, AK,BRISTOL BAY BOROUGH,Suppressed,898,Suppressed,Suppressed,Suppressed
72, AK,DENALI BOROUGH,10,1953,Unreliable,Unreliable,0.00%
73, AK,DILLINGHAM CENSUS AREA,31,4954,625.76,849.72,0.00%
74, AK,FAIRBANKS NORTH STAR BOROUGH,514,100605,510.91,721.6,0.02%
75, AK,HAINES BOROUGH,14,2496,Unreliable,Unreliable,0.00%
76, AK,HOONAH-ANGOON CENSUS AREA,17,2078,Unreliable,Unreliable,0.00%
77, AK,JUNEAU BOROUGH,203,32468,625.23,724.33,0.01%
78, AK,KENAI PENINSULA BOROUGH,475,58506,811.88,755.32,0.02%
79, AK,KETCHIKAN GATEWAY BOROUGH,87,13746,632.91,629.44,0.00%
80, AK,KODIAK ISLAND BOROUGH,51,13732,371.4,544.68,0.00%
81, AK,LAKE AND PENINSULA BOROUGH,17,1562,Unreliable,Unreliable,0.00%
82, AK,MATANUSKA-SUSITNA BOROUGH,608,104365,582.57,766.87,0.02%
83, AK,NOME CENSUS AREA,88,9917,887.37,1333.58,0.00%
84, AK,NORTH SLOPE BOROUGH,61,9606,635.02,1151.84,0.00%
85, AK,NORTHWEST ARCTIC BOROUGH,56,7673,729.83,1064.18,0.00%
86, AK,PETERSBURG BOROUGH/CENSUS AREA,23,3149,730.39,803.41,0.00%
87, AK,PRINCE OF WALES-HYDER CENSUS AREA,63,6347,992.59,1554.05,0.00%
88, AK,PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA,Missing,Missing,Missing,Missing,Missing
89, AK,SITKA BOROUGH,57,8830,645.53,594.36,0.00%
90, AK,SKAGWAY MUNICIPALITY,Suppressed,1088,Suppressed,Suppressed,Suppressed
91, AK,SKAGWAY-HOONAH-ANGOON CENSUS AREA,Missing,Missing,Missing,Missing,Missing
92, AK,SOUTHEAST FAIRBANKS CENSUS AREA,47,6876,683.54,777.98,0.00%
93, AK,VALDEZ-CORDOVA CENSUS AREA,54,9355,577.23,718.02,0.00%
94, AK,WADE HAMPTON CENSUS AREA,54,8049,670.89,1113.06,0.00%
95, AK,WRANGELL CITY AND BOROUGH,16,2411,Unreliable,Unreliable,0.00%
96, AK,WRANGELL-PETERSBURG CENSUS AREA,Missing,Missing,Missing,Missing,Missing
97, AK,YAKUTAT BOROUGH,Suppressed,601,Suppressed,Suppressed,Suppressed
98, AK,YUKON-KOYUKUK CENSUS AREA,55,5526,995.29,873.61,0.00%
99, AZ,APACHE ,681,73112,931.45,931.91,0.02%
100, AZ,COCHISE ,1348,125770,1071.8,747.74,0.05%
101, AZ,COCONINO ,852,140908,604.65,682.37,0.03%
102, AZ,GILA ,835,53556,1559.12,963.4,0.03%
103, AZ,GRAHAM ,279,37599,742.04,764.06,0.01%
104, AZ,GREENLEE ,52,9613,540.93,564.19,0.00%
105, AZ,LA PAZ ,272,20317,1338.78,791.43,0.01%
106, AZ,MARICOPA ,30748,4242997,724.68,657.39,1.12%
107, AZ,MOHAVE ,3250,205249,1583.44,910.05,0.12%
108, AZ,NAVAJO ,1016,110026,923.42,836.75,0.04%
109, AZ,PIMA ,9508,1016206,935.64,691.26,0.35%
110, AZ,PINAL ,3023,418540,722.27,582.17,0.11%
111, AZ,SANTA CRUZ ,303,45985,658.91,540.99,0.01%
112, AZ,YAVAPAI ,2968,225562,1315.82,713.44,0.11%
113, AZ,YUMA ,1510,205631,734.33,565.22,0.06%
114, AR,ARKANSAS ,250,18214,1372.57,1017.58,0.01%
115, AR,ASHLEY ,262,20492,1278.55,977.75,0.01%
116, AR,BAXTER ,700,41062,1704.74,852.2,0.03%
117, AR,BENTON ,1758,258291,680.63,686.7,0.06%
118, AR,BOONE ,461,37304,1235.79,845.9,0.02%
119, AR,BRADLEY ,144,10996,1309.57,937.39,0.01%
120, AR,CALHOUN ,70,5144,1360.81,907.26,0.00%
121, AR,CARROLL ,315,27646,1139.41,814.97,0.01%
122, AR,CHICOT ,148,10945,1352.22,932.55,0.01%
123, AR,CLARK ,260,22657,1147.55,966.27,0.01%
124, AR,CLAY ,245,14920,1642.09,1074.88,0.01%
125, AR,CLEBURNE ,391,25264,1547.66,896.36,0.01%
126, AR,CLEVELAND ,120,8241,1456.13,1142.48,0.00%
127, AR,COLUMBIA ,312,23901,1305.38,1000.4,0.01%
128, AR,CONWAY ,273,20937,1303.91,923.83,0.01%
129, AR,CRAIGHEAD ,944,105835,891.95,876.84,0.03%
130, AR,CRAWFORD ,648,62267,1040.68,898.99,0.02%
131, AR,CRITTENDEN ,515,49235,1046,1044.09,0.02%
132, AR,CROSS ,244,17037,1432.18,1103.84,0.01%
133, AR,DALLAS ,125,7469,1673.58,1090.61,0.00%
134, AR,DESHA ,163,11876,1372.52,1083.91,0.01%
135, AR,DREW ,230,18651,1233.18,994.06,0.01%
136, AR,FAULKNER ,976,122227,798.51,895.39,0.04%
137, AR,FRANKLIN ,255,17626,1446.73,1103.27,0.01%
138, AR,FULTON ,151,12123,1245.57,722.21,0.01%
139, AR,GARLAND ,1379,97477,1414.69,950.27,0.05%
140, AR,GRANT ,221,18082,1222.21,993.59,0.01%
141, AR,GREENE ,490,44598,1098.7,994.11,0.02%
142, AR,HEMPSTEAD ,226,21974,1028.49,804.06,0.01%
143, AR,HOT SPRING ,433,33374,1297.42,1012.23,0.02%
144, AR,HOWARD ,155,13377,1158.71,897.2,0.01%
145, AR,INDEPENDENCE ,434,37168,1167.67,915.8,0.02%
146, AR,IZARD ,182,13433,1354.87,809.71,0.01%
147, AR,JACKSON ,238,17221,1382.03,1120.18,0.01%
148, AR,JEFFERSON ,859,70016,1226.86,1044.01,0.03%
149, AR,JOHNSON ,258,26176,985.64,847.82,0.01%
150, AR,LAFAYETTE ,109,6847,1591.94,1060.02,0.00%
151, AR,LAWRENCE ,260,16735,1553.63,1089.35,0.01%
152, AR,LEE ,107,9310,1149.3,857.96,0.00%
153, AR,LINCOLN ,142,13705,1036.12,930.12,0.01%
154, AR,LITTLE RIVER ,184,12451,1477.79,1105.76,0.01%
155, AR,LOGAN ,254,21792,1165.57,829.95,0.01%
156, AR,LONOKE ,701,72228,970.54,985.39,0.03%
157, AR,MADISON ,192,16072,1194.62,958,0.01%
158, AR,MARION ,258,16325,1580.4,920.86,0.01%
159, AR,MILLER ,522,43787,1192.13,1028.44,0.02%
160, AR,MISSISSIPPI ,514,42835,1199.95,1116.11,0.02%
161, AR,MONROE ,143,7169,1994.7,1323.58,0.01%
162, AR,MONTGOMERY ,154,8879,1734.43,962.79,0.01%
163, AR,NEVADA ,130,8398,1547.99,1079.27,0.00%
164, AR,NEWTON ,81,7936,1020.67,668.25,0.00%
165, AR,OUACHITA ,345,24098,1431.65,1019.58,0.01%
166, AR,PERRY ,131,10132,1292.93,987.23,0.00%
167, AR,PHILLIPS ,254,18975,1338.6,1101.12,0.01%
168, AR,PIKE ,113,10832,1043.21,784.64,0.00%
169, AR,POINSETT ,348,24023,1448.61,1176.64,0.01%
170, AR,POLK ,243,20173,1204.58,828.6,0.01%
171, AR,POPE ,587,63779,920.37,851.73,0.02%
172, AR,PRAIRIE ,105,8251,1272.57,823.9,0.00%
173, AR,PULASKI ,3663,393250,931.47,839.27,0.13%
174, AR,RANDOLPH ,230,17448,1318.2,914.31,0.01%
175, AR,ST. FRANCIS ,282,26196,1076.5,971.26,0.01%
176, AR,SALINE ,1104,118703,930.05,770.13,0.04%
177, AR,SCOTT ,148,10277,1440.11,1113.18,0.01%
178, AR,SEARCY ,133,7967,1669.39,1033.01,0.00%
179, AR,SEBASTIAN ,1288,127793,1007.88,883.78,0.05%
180, AR,SEVIER ,163,16910,963.93,921.45,0.01%
181, AR,SHARP ,285,17157,1661.13,1019.38,0.01%
182, AR,STONE ,173,12539,1379.7,811.15,0.01%
183, AR,UNION ,514,39887,1288.64,1003.51,0.02%
184, AR,VAN BUREN ,244,16628,1467.4,852.03,0.01%
185, AR,WASHINGTON ,1603,228049,702.92,787.37,0.06%
186, AR,WHITE ,841,79263,1061.02,928.98,0.03%
187, AR,WOODRUFF ,114,6641,1716.61,1090.31,0.00%
188, AR,YELL ,259,21552,1201.74,956.66,0.01%
189, CA,ALAMEDA ,9920,1647704,602.05,571.37,0.36%
190, CA,ALPINE ,14,1071,Unreliable,Unreliable,0.00%
191, CA,AMADOR ,448,37383,1198.41,704.39,0.02%
192, CA,BUTTE ,2440,226864,1075.53,805.71,0.09%
193, CA,CALAVERAS ,530,45171,1173.32,716.82,0.02%
194, CA,COLUSA ,161,21588,745.78,684.42,0.01%
195, CA,CONTRA COSTA ,7713,1135127,679.48,580.64,0.28%
196, CA,DEL NORTE ,299,27540,1085.69,879.73,0.01%
197, CA,EL DORADO ,1520,185625,818.86,607.4,0.06%
198, CA,FRESNO ,6717,979915,685.47,719.09,0.24%
199, CA,GLENN ,257,28085,915.08,775.07,0.01%
200, CA,HUMBOLDT ,1373,136646,1004.79,851.18,0.05%
201, CA,IMPERIAL ,1121,180883,619.74,611.17,0.04%
202, CA,INYO ,230,18144,1267.64,793.46,0.01%
203, CA,KERN ,6038,884788,682.42,823.61,0.22%
204, CA,KINGS ,832,149785,555.46,691.59,0.03%
205, CA,LAKE ,853,64116,1330.4,922.95,0.03%
206, CA,LASSEN ,253,30870,819.57,748.53,0.01%
207, CA,LOS ANGELES ,63185,10137915,623.25,589.27,2.30%
208, CA,MADERA ,1105,154697,714.3,717.16,0.04%
209, CA,MARIN ,1905,260651,730.86,463.86,0.07%
210, CA,MARIPOSA ,214,17410,1229.18,803.1,0.01%
211, CA,MENDOCINO ,873,87628,996.26,725,0.03%
212, CA,MERCED ,1850,268672,688.57,788.68,0.07%
213, CA,MODOC ,128,8795,1455.37,924.71,0.00%
214, CA,MONO ,51,13981,364.78,337.9,0.00%
215, CA,MONTEREY ,2573,435232,591.18,569.22,0.09%
216, CA,NAPA ,1242,142166,873.63,620.86,0.05%
217, CA,NEVADA ,1023,99107,1032.22,615.28,0.04%
218, CA,ORANGE ,19588,3172532,617.42,549.5,0.71%
219, CA,PLACER ,3207,380531,842.77,595.31,0.12%
220, CA,PLUMAS ,217,18627,1164.98,720.73,0.01%
221, CA,RIVERSIDE ,16227,2387741,679.6,635.61,0.59%
222, CA,SACRAMENTO ,11260,1514460,743.5,691.69,0.41%
223, CA,SAN BENITO ,340,59414,572.26,597.62,0.01%
224, CA,SAN BERNARDINO ,14109,2140096,659.27,750.04,0.51%
225, CA,SAN DIEGO ,21420,3317749,645.62,594.16,0.78%
226, CA,SAN FRANCISCO ,5813,870887,667.48,539.41,0.21%
227, CA,SAN JOAQUIN ,5494,733709,748.8,764.84,0.20%
228, CA,SAN LUIS OBISPO ,2411,282887,852.28,611.18,0.09%
229, CA,SAN MATEO ,4737,764797,619.38,498.12,0.17%
230, CA,SANTA BARBARA ,3156,446170,707.35,582.79,0.12%
231, CA,SANTA CLARA ,10120,1919402,527.25,500.29,0.37%
232, CA,SANTA CRUZ ,1744,274673,634.94,566.89,0.06%
233, CA,SHASTA ,2270,179631,1263.7,885.09,0.08%
234, CA,SIERRA ,36,2947,1221.58,663.6,0.00%
235, CA,SISKIYOU ,614,43603,1408.16,892.79,0.02%
236, CA,SOLANO ,3271,440207,743.06,672.81,0.12%
237, CA,SONOMA ,4156,503070,826.13,606.71,0.15%
238, CA,STANISLAUS ,4294,541560,792.89,793.7,0.16%
239, CA,SUTTER ,869,96651,899.11,771.68,0.03%
240, CA,TEHAMA ,693,63276,1095.2,827.93,0.03%
241, CA,TRINITY ,154,12782,1204.82,788.42,0.01%
242, CA,TULARE ,3023,460437,656.55,754.01,0.11%
243, CA,TUOLUMNE ,657,53804,1221.1,759.54,0.02%
244, CA,VENTURA ,5563,849738,654.67,572.65,0.20%
245, CA,YOLO ,1290,215802,597.77,615.5,0.05%
246, CA,YUBA ,639,75275,848.89,926.75,0.02%
247, CO,ADAMS ,2987,498187,599.57,760.35,0.11%
248, CO,ALAMOSA ,155,16654,930.71,954.15,0.01%
249, CO,ARAPAHOE ,3903,637068,612.65,636.38,0.14%
250, CO,ARCHULETA ,105,12854,816.87,589.51,0.00%
251, CO,BACA ,45,3568,1261.21,574.61,0.00%
252, CO,BENT ,65,5861,1109.03,831.69,0.00%
253, CO,BOULDER ,1807,322226,560.79,559.51,0.07%
254, CO,BROOMFIELD ,345,66529,518.57,521.67,0.01%
255, CO,CHAFFEE ,183,19058,960.23,636.58,0.01%
256, CO,CHEYENNE ,15,1848,Unreliable,Unreliable,0.00%
257, CO,CLEAR CREEK ,57,9436,604.07,505.96,0.00%
258, CO,CONEJOS ,83,8129,1021.04,830.07,0.00%
259, CO,COSTILLA ,35,3721,940.61,662.62,0.00%
260, CO,CROWLEY ,51,5694,895.68,897.68,0.00%
261, CO,CUSTER ,46,4602,999.57,619.34,0.00%
262, CO,DELTA ,388,30442,1274.55,781.24,0.01%
263, CO,DENVER ,4604,693060,664.3,725.93,0.17%
264, CO,DOLORES ,20,2056,972.76,701.27,0.00%
265, CO,DOUGLAS ,1379,328632,419.62,513.75,0.05%
266, CO,EAGLE ,111,53989,205.6,299.93,0.00%
267, CO,ELBERT ,143,25231,566.76,577.77,0.01%
268, CO,EL PASO ,4705,688284,683.58,737.6,0.17%
269, CO,FREMONT ,565,47446,1190.83,812.17,0.02%
270, CO,GARFIELD ,331,58887,562.09,630.41,0.01%
271, CO,GILPIN ,29,5931,488.96,448.71,0.00%
272, CO,GRAND ,48,15008,319.83,330.95,0.00%
273, CO,GUNNISON ,73,16408,444.9,552.67,0.00%
274, CO,HINSDALE ,Suppressed,788,Suppressed,Suppressed,Suppressed
275, CO,HUERFANO ,102,6677,1527.63,933.56,0.00%
276, CO,JACKSON ,12,1357,Unreliable,Unreliable,0.00%
277, CO,JEFFERSON ,4348,571837,760.36,655.87,0.16%
278, CO,KIOWA ,21,1373,1529.5,831.52,0.00%
279, CO,KIT CARSON ,76,8195,927.39,655.02,0.00%
280, CO,LAKE ,43,7618,564.45,612.14,0.00%
281, CO,LA PLATA ,348,55623,625.64,594.67,0.01%
282, CO,LARIMER ,2297,339993,675.6,623.39,0.08%
283, CO,LAS ANIMAS ,188,14103,1333.05,924.74,0.01%
284, CO,LINCOLN ,56,5643,992.38,676.74,0.00%
285, CO,LOGAN ,263,21919,1199.87,905.98,0.01%
286, CO,MESA ,1511,150083,1006.78,775.84,0.06%
287, CO,MINERAL ,10,732,Unreliable,Unreliable,0.00%
288, CO,MOFFAT ,103,13109,785.72,745.5,0.00%
289, CO,MONTEZUMA ,260,26999,963,757.56,0.01%
290, CO,MONTROSE ,445,41471,1073.04,691.43,0.02%
291, CO,MORGAN ,273,28274,965.55,768.23,0.01%
292, CO,OTERO ,219,18295,1197.05,832.68,0.01%
293, CO,OURAY ,28,4857,576.49,434.02,0.00%
294, CO,PARK ,109,17166,634.98,682.09,0.00%
295, CO,PHILLIPS ,51,4288,1189.37,702.04,0.00%
296, CO,PITKIN ,50,17752,281.66,255.37,0.00%
297, CO,PROWERS ,154,11922,1291.73,1036.81,0.01%
298, CO,PUEBLO ,1721,165123,1042.25,816.4,0.06%
299, CO,RIO BLANCO ,52,6545,794.5,693.2,0.00%
300, CO,RIO GRANDE ,137,11479,1193.48,860.35,0.00%
301, CO,ROUTT ,111,24648,450.34,486.42,0.00%
302, CO,SAGUACHE ,46,6389,719.99,633.95,0.00%
303, CO,SAN JUAN ,Suppressed,694,Suppressed,Suppressed,Suppressed
304, CO,SAN MIGUEL ,24,8017,299.36,223.82,0.00%
305, CO,SEDGWICK ,31,2407,1287.91,647.16,0.00%
306, CO,SUMMIT ,65,30374,214,284.69,0.00%
307, CO,TELLER ,167,24043,694.59,624.94,0.01%
308, CO,WASHINGTON ,60,4908,1222.49,754.44,0.00%
309, CO,WELD ,1758,294932,596.07,662.85,0.06%
310, CO,YUMA ,104,10103,1029.4,690.33,0.00%
311, CT,FAIRFIELD ,6899,944177,730.69,585.21,0.25%
312, CT,HARTFORD ,7984,892389,894.68,676.89,0.29%
313, CT,LITCHFIELD ,1808,182571,990.3,662.35,0.07%
314, CT,MIDDLESEX ,1541,163329,943.49,641.43,0.06%
315, CT,NEW HAVEN ,7745,856875,903.87,685.9,0.28%
316, CT,NEW LONDON ,2462,269801,912.52,696.13,0.09%
317, CT,TOLLAND ,1057,151118,699.45,609.31,0.04%
318, CT,WINDHAM ,1047,116192,901.09,749.05,0.04%
319, DE,KENT ,1618,174827,925.49,794.79,0.06%
320, DE,NEW CASTLE ,4678,556987,839.88,736,0.17%
321, DE,SUSSEX ,2578,220251,1170.48,749.47,0.09%
322, DC,DISTRICT OF COLUMBIA,5037,681170,739.46,766,0.18%
323, FL,ALACHUA ,1946,263496,738.53,727.27,0.07%
324, FL,BAKER ,247,27937,884.13,865.35,0.01%
325, FL,BAY ,1924,183974,1045.8,850.4,0.07%
326, FL,BRADFORD ,314,26926,1166.16,870.62,0.01%
327, FL,BREVARD ,7315,579130,1263.1,769.77,0.27%
328, FL,BROWARD ,15282,1909632,800.26,627.08,0.56%
329, FL,CALHOUN ,184,14423,1275.74,961.38,0.01%
330, FL,CHARLOTTE ,2564,178465,1436.7,619.28,0.09%
331, FL,CITRUS ,2503,143621,1742.78,845.69,0.09%
332, FL,CLAY ,1748,208311,839.13,783.23,0.06%
333, FL,COLLIER ,3273,365136,896.38,433.86,0.12%
334, FL,COLUMBIA ,772,69299,1114.01,867.33,0.03%
335, FL,DESOTO ,334,35800,932.96,672.75,0.01%
336, FL,DIXIE ,204,16300,1251.53,889.21,0.01%
337, FL,DUVAL ,8064,926255,870.6,827.44,0.29%
338, FL,ESCAMBIA ,3303,315187,1047.95,866.85,0.12%
339, FL,FLAGLER ,1280,108310,1181.79,650.08,0.05%
340, FL,FRANKLIN ,145,11901,1218.39,900.31,0.01%
341, FL,GADSDEN ,464,46006,1008.56,842.34,0.02%
342, FL,GILCHRIST ,162,17212,941.2,671.54,0.01%
343, FL,GLADES ,120,13970,858.98,574.76,0.00%
344, FL,GULF ,183,15990,1144.47,868.93,0.01%
345, FL,HAMILTON ,130,14361,905.23,770.85,0.00%
346, FL,HARDEE ,229,27360,836.99,725.51,0.01%
347, FL,HENDRY ,311,39290,791.55,766.28,0.01%
348, FL,HERNANDO ,2734,182835,1495.34,809.31,0.10%
349, FL,HIGHLANDS ,1574,100917,1559.7,730.54,0.06%
350, FL,HILLSBOROUGH ,10640,1376238,773.12,726.35,0.39%
351, FL,HOLMES ,259,19487,1329.09,972.17,0.01%
352, FL,INDIAN RIVER ,2076,151563,1369.73,631.28,0.08%
353, FL,JACKSON ,610,48229,1264.8,914.78,0.02%
354, FL,JEFFERSON ,191,13906,1373.51,936.8,0.01%
355, FL,LAFAYETTE ,75,8617,870.37,799.44,0.00%
356, FL,LAKE ,4110,335396,1225.42,699.7,0.15%
357, FL,LEE ,6949,722336,962.02,559.33,0.25%
358, FL,LEON ,1802,287822,626.08,661.45,0.07%
359, FL,LEVY ,560,39961,1401.37,912.29,0.02%
360, FL,LIBERTY ,59,8202,719.34,780.02,0.00%
361, FL,MADISON ,231,18224,1267.56,920.81,0.01%
362, FL,MANATEE ,4055,375888,1078.78,638.23,0.15%
363, FL,MARION ,5097,349020,1460.37,845.11,0.19%
364, FL,MARTIN ,1994,158701,1256.45,593.88,0.07%
365, FL,MIAMI-DADE ,20277,2712945,747.42,588.64,0.74%
366, FL,MONROE ,747,79077,944.65,661.11,0.03%
367, FL,NASSAU ,839,80622,1040.66,768.94,0.03%
368, FL,OKALOOSA ,1737,201170,863.45,752.52,0.06%
369, FL,OKEECHOBEE ,469,40314,1163.37,881.84,0.02%
370, FL,ORANGE ,7960,1314367,605.61,665.9,0.29%
371, FL,OSCEOLA ,2169,336015,645.51,654.55,0.08%
372, FL,PALM BEACH ,14656,1443810,1015.09,575.42,0.53%
373, FL,PASCO ,6030,512368,1176.89,759.8,0.22%
374, FL,PINELLAS ,11843,960730,1232.71,707.13,0.43%
375, FL,POLK ,6699,666149,1005.63,739.54,0.24%
376, FL,PUTNAM ,962,72277,1330.99,915.09,0.04%
377, FL,ST. JOHNS ,1922,235087,817.57,605.25,0.07%
378, FL,ST. LUCIE ,3222,306507,1051.2,662.88,0.12%
379, FL,SANTA ROSA ,1445,170497,847.52,777.8,0.05%
380, FL,SARASOTA ,5689,412569,1378.92,587.5,0.21%
381, FL,SEMINOLE ,3433,455479,753.71,637.31,0.13%
382, FL,SUMTER ,1848,123996,1490.37,604.57,0.07%
383, FL,SUWANNEE ,559,43794,1276.43,883.02,0.02%
384, FL,TAYLOR ,281,22175,1267.19,985.45,0.01%
385, FL,UNION ,233,15142,1538.77,1493.58,0.01%
386, FL,VOLUSIA ,7006,529364,1323.47,798.44,0.26%
387, FL,WAKULLA ,304,31893,953.19,931.35,0.01%
388, FL,WALTON ,635,65889,963.74,746.35,0.02%
389, FL,WASHINGTON ,331,24569,1347.23,1078.3,0.01%
390, GA,APPLING ,192,18428,1041.89,875.15,0.01%
391, GA,ATKINSON ,84,8273,1015.35,1156.63,0.00%
392, GA,BACON ,137,11372,1204.71,1109.5,0.00%
393, GA,BAKER ,44,3150,1396.83,999.32,0.00%
394, GA,BALDWIN ,455,45144,1007.89,929.53,0.02%
395, GA,BANKS ,148,18397,804.48,713.61,0.01%
396, GA,BARROW ,556,77126,720.9,791.92,0.02%
397, GA,BARTOW ,919,103807,885.3,905.12,0.03%
398, GA,BEN HILL ,217,17243,1258.48,1105.62,0.01%
399, GA,BERRIEN ,231,18993,1216.24,1022.47,0.01%
400, GA,BIBB ,1686,152760,1103.69,985.61,0.06%
401, GA,BLECKLEY ,147,12970,1133.38,903.04,0.01%
402, GA,BRANTLEY ,198,18355,1078.73,973.27,0.01%
403, GA,BROOKS ,195,15687,1243.07,1001.45,0.01%
404, GA,BRYAN ,271,36230,748,866.76,0.01%
405, GA,BULLOCH ,539,74722,721.34,876.01,0.02%
406, GA,BURKE ,246,22688,1084.27,990.9,0.01%
407, GA,BUTTS ,276,23817,1158.84,1023.85,0.01%
408, GA,CALHOUN ,60,6324,948.77,805.95,0.00%
409, GA,CAMDEN ,362,53008,682.92,779.33,0.01%
410, GA,CANDLER ,149,10910,1365.72,1129.84,0.01%
411, GA,CARROLL ,1083,116261,931.52,965.71,0.04%
412, GA,CATOOSA ,681,66398,1025.63,857.21,0.02%
413, GA,CHARLTON ,85,12497,680.16,609.5,0.00%
414, GA,CHATHAM ,2493,289082,862.39,805.49,0.09%
415, GA,CHATTAHOOCHEE ,38,10922,347.92,840.94,0.00%
416, GA,CHATTOOGA ,330,24824,1329.36,1094.58,0.01%
417, GA,CHEROKEE ,1500,241689,620.63,698.48,0.05%
418, GA,CLARKE ,764,124707,612.64,759.67,0.03%
419, GA,CLAY ,52,3020,1721.85,1100.09,0.00%
420, GA,CLAYTON ,1655,279462,592.21,826.98,0.06%
421, GA,CLINCH ,93,6829,1361.84,1296.27,0.00%
422, GA,COBB ,4298,748150,574.48,667.53,0.16%
423, GA,COFFEE ,437,43012,1016,1070.12,0.02%
424, GA,COLQUITT ,468,45708,1023.89,976.76,0.02%
425, GA,COLUMBIA ,923,147450,625.97,678.91,0.03%
426, GA,COOK ,157,17167,914.55,827.12,0.01%
427, GA,COWETA ,1070,140526,761.42,800.12,0.04%
428, GA,CRAWFORD ,139,12322,1128.06,968.76,0.01%
429, GA,CRISP ,246,22721,1082.7,864.77,0.01%
430, GA,DADE ,180,16257,1107.22,875.6,0.01%
431, GA,DAWSON ,205,23604,868.5,780.89,0.01%
432, GA,DECATUR ,316,26822,1178.14,968.38,0.01%
433, GA,DEKALB ,4394,740321,593.53,670.96,0.16%
434, GA,DODGE ,246,20563,1196.32,1035.41,0.01%
435, GA,DOOLY ,129,13763,937.3,771.66,0.00%
436, GA,DOUGHERTY ,940,90017,1044.25,957.77,0.03%
437, GA,DOUGLAS ,971,142224,682.73,820.84,0.04%
438, GA,EARLY ,131,10339,1267.05,933.86,0.00%
439, GA,ECHOLS ,30,3962,757.19,853.31,0.00%
440, GA,EFFINGHAM ,447,58712,761.34,875.05,0.02%
441, GA,ELBERT ,260,19143,1358.2,965.11,0.01%
442, GA,EMANUEL ,293,22635,1294.46,1108.85,0.01%
443, GA,EVANS ,104,10670,974.7,882.45,0.00%
444, GA,FANNIN ,350,24900,1405.62,859.09,0.01%
445, GA,FAYETTE ,863,111627,773.11,624.55,0.03%
446, GA,FLOYD ,1092,96560,1130.9,937.53,0.04%
447, GA,FORSYTH ,1120,221009,506.77,610.39,0.04%
448, GA,FRANKLIN ,294,22320,1317.2,979.39,0.01%
449, GA,FULTON ,6535,1023336,638.6,699.91,0.24%
450, GA,GILMER ,337,29733,1133.42,806.21,0.01%
451, GA,GLASCOCK ,50,3006,1663.34,1139.81,0.00%
452, GA,GLYNN ,868,84502,1027.19,803.29,0.03%
453, GA,GORDON ,526,56904,924.36,905.86,0.02%
454, GA,GRADY ,274,24808,1104.48,923.96,0.01%
455, GA,GREENE ,191,17003,1123.33,751.69,0.01%
456, GA,GWINNETT ,4258,907135,469.39,642.04,0.16%
457, GA,HABERSHAM ,480,44246,1084.84,871.16,0.02%
458, GA,HALL ,1495,196637,760.28,720.02,0.05%
459, GA,HANCOCK ,109,8640,1261.57,845.6,0.00%
460, GA,HARALSON ,389,29042,1339.44,1155.42,0.01%
461, GA,HARRIS ,253,33652,751.81,637.39,0.01%
462, GA,HART ,315,25553,1232.73,849.63,0.01%
463, GA,HEARD ,148,11487,1288.41,1107.79,0.01%
464, GA,HENRY ,1461,221768,658.8,793.82,0.05%
465, GA,HOUSTON ,1181,152122,776.35,824.75,0.04%
466, GA,IRWIN ,114,9422,1209.93,935.54,0.00%
467, GA,JACKSON ,618,64615,956.43,984.31,0.02%
468, GA,JASPER ,137,13654,1003.37,894.2,0.00%
469, GA,JEFF DAVIS ,182,14877,1223.36,1230.82,0.01%
470, GA,JEFFERSON ,208,15916,1306.86,1018.44,0.01%
471, GA,JENKINS ,102,8849,1152.67,952.55,0.00%
472, GA,JOHNSON ,105,9505,1104.68,932.15,0.00%
473, GA,JONES ,252,28623,880.41,750.42,0.01%
474, GA,LAMAR ,215,18469,1164.11,988.92,0.01%
475, GA,LANIER ,88,10399,846.24,865.26,0.00%
476, GA,LAURENS ,566,47516,1191.18,926.33,0.02%
477, GA,LEE ,201,29337,685.14,761.38,0.01%
478, GA,LIBERTY ,369,62570,589.74,888.37,0.01%
479, GA,LINCOLN ,95,7828,1213.59,853.79,0.00%
480, GA,LONG ,91,18437,493.57,713.28,0.00%
481, GA,LOWNDES ,908,114628,792.13,884.75,0.03%
