,State,County,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
928, KS,HAMILTON ,19,2536,Unreliable,Unreliable,0.00%
929, KS,HARPER ,84,5685,1477.57,896.47,0.00%
930, KS,HARVEY ,410,34913,1174.35,756.44,0.01%
931, KS,HASKELL ,29,4006,723.91,742.9,0.00%
932, KS,HODGEMAN ,24,1870,1283.42,641.45,0.00%
933, KS,JACKSON ,125,13291,940.49,736.48,0.00%
934, KS,JEFFERSON ,178,18897,941.95,692.79,0.01%
935, KS,JEWELL ,35,2901,1206.48,565.03,0.00%
936, KS,JOHNSON ,3748,584451,641.29,587.92,0.14%
937, KS,KEARNY ,35,3917,893.54,802.97,0.00%
938, KS,KINGMAN ,142,7467,1901.7,1157.28,0.01%
939, KS,KIOWA ,20,2483,805.48,486.97,0.00%
940, KS,LABETTE ,285,20444,1394.05,979.14,0.01%
941, KS,LANE ,33,1636,2017.11,1141.34,0.00%
942, KS,LEAVENWORTH ,656,80204,817.91,787.17,0.02%
943, KS,LINCOLN ,39,3073,1269.12,753.48,0.00%
944, KS,LINN ,117,9558,1224.11,832.21,0.00%
945, KS,LOGAN ,22,2831,777.11,420.44,0.00%
946, KS,LYON ,252,33510,752.01,646.87,0.01%
947, KS,MCPHERSON ,354,28804,1229,735.69,0.01%
948, KS,MARION ,168,12112,1387.05,776.95,0.01%
949, KS,MARSHALL ,129,9836,1311.51,712.5,0.00%
950, KS,MEADE ,53,4216,1257.12,874.83,0.00%
951, KS,MIAMI ,303,32964,919.18,755.88,0.01%
952, KS,MITCHELL ,67,6243,1073.2,546.1,0.00%
953, KS,MONTGOMERY ,457,32746,1395.59,988.73,0.02%
954, KS,MORRIS ,82,5573,1471.38,726.76,0.00%
955, KS,MORTON ,31,2848,1088.48,738.42,0.00%
956, KS,NEMAHA ,118,10241,1152.23,661.2,0.00%
957, KS,NEOSHO ,202,16146,1251.08,826.49,0.01%
958, KS,NESS ,43,2962,1451.72,721.34,0.00%
959, KS,NORTON ,80,5493,1456.4,935.48,0.00%
960, KS,OSAGE ,188,15843,1186.64,847.83,0.01%
961, KS,OSBORNE ,66,3642,1812.19,916.1,0.00%
962, KS,OTTAWA ,86,5920,1452.7,1042.81,0.00%
963, KS,PAWNEE ,85,6743,1260.57,807.55,0.00%
964, KS,PHILLIPS ,70,5428,1289.61,749.47,0.00%
965, KS,POTTAWATOMIE ,165,23661,697.35,644.76,0.01%
966, KS,PRATT ,128,9584,1335.56,902.48,0.00%
967, KS,RAWLINS ,42,2549,1647.7,720.63,0.00%
968, KS,RENO ,721,63220,1140.46,784.86,0.03%
969, KS,REPUBLIC ,81,4699,1723.77,772.12,0.00%
970, KS,RICE ,115,9831,1169.77,850.38,0.00%
971, KS,RILEY ,378,73343,515.39,702.94,0.01%
972, KS,ROOKS ,66,5076,1300.24,740.25,0.00%
973, KS,RUSH ,67,3058,2190.97,1161.43,0.00%
974, KS,RUSSELL ,81,6988,1159.13,653.8,0.00%
975, KS,SALINE ,517,55142,937.58,727.25,0.02%
976, KS,SCOTT ,55,5032,1093,721.45,0.00%
977, KS,SEDGWICK ,4509,511995,880.67,825.01,0.16%
978, KS,SEWARD ,134,22709,590.07,726.32,0.00%
979, KS,SHAWNEE ,1874,178146,1051.95,808.54,0.07%
980, KS,SHERIDAN ,30,2509,1195.7,575.46,0.00%
981, KS,SHERMAN ,66,5965,1106.45,779.35,0.00%
982, KS,SMITH ,70,3632,1927.31,851.47,0.00%
983, KS,STAFFORD ,40,4208,950.57,609.13,0.00%
984, KS,STANTON ,22,2062,1066.93,743.9,0.00%
985, KS,STEVENS ,45,5584,805.87,695.39,0.00%
986, KS,SUMNER ,247,23272,1061.36,768.86,0.01%
987, KS,THOMAS ,69,7892,874.3,624.25,0.00%
988, KS,TREGO ,55,2872,1915.04,989.25,0.00%
989, KS,WABAUNSEE ,68,6891,986.79,720.62,0.00%
990, KS,WALLACE ,16,1497,Unreliable,Unreliable,0.00%
991, KS,WASHINGTON ,75,5546,1352.33,720.83,0.00%
992, KS,WICHITA ,22,2112,1041.67,668.51,0.00%
993, KS,WILSON ,102,8723,1169.32,769.31,0.00%
994, KS,WOODSON ,52,3165,1642.97,976.19,0.00%
995, KS,WYANDOTTE ,1349,163831,823.41,875.82,0.05%
996, KY,ADAIR ,197,19280,1021.78,855.54,0.01%
997, KY,ALLEN ,244,20631,1182.69,1046.49,0.01%
998, KY,ANDERSON ,253,22158,1141.8,1000.82,0.01%
999, KY,BALLARD ,119,8054,1477.53,1035.54,0.00%
1000, KY,BARREN ,511,43993,1161.55,902.62,0.02%
1001, KY,BATH ,152,12327,1233.07,1036.06,0.01%
1002, KY,BELL ,402,27117,1482.46,1170.3,0.01%
1003, KY,BOONE ,871,128536,677.63,757.13,0.03%
1004, KY,BOURBON ,235,20030,1173.24,901.01,0.01%
1005, KY,BOYD ,656,48132,1362.92,1012.27,0.02%
1006, KY,BOYLE ,341,30018,1135.99,865.4,0.01%
1007, KY,BRACKEN ,89,8400,1059.52,957.32,0.00%
1008, KY,BREATHITT ,200,13284,1505.57,1296.41,0.01%
1009, KY,BRECKINRIDGE ,225,19961,1127.2,906.02,0.01%
1010, KY,BULLITT ,665,79151,840.17,812.96,0.02%
1011, KY,BUTLER ,186,12845,1448.03,1101.34,0.01%
1012, KY,CALDWELL ,151,12568,1201.46,888.72,0.01%
1013, KY,CALLOWAY ,380,38437,988.63,844.62,0.01%
1014, KY,CAMPBELL ,909,92211,985.78,873.75,0.03%
1015, KY,CARLISLE ,68,4855,1400.62,965.82,0.00%
1016, KY,CARROLL ,139,10679,1301.62,1116.23,0.01%
1017, KY,CARTER ,290,27046,1072.25,891.4,0.01%
1018, KY,CASEY ,214,15815,1353.15,1030.38,0.01%
1019, KY,CHRISTIAN ,601,72351,830.67,899.15,0.02%
1020, KY,CLARK ,422,35819,1178.15,950.3,0.02%
1021, KY,CLAY ,297,20766,1430.22,1324.8,0.01%
1022, KY,CLINTON ,121,10177,1188.96,961.71,0.00%
1023, KY,CRITTENDEN ,133,9188,1447.54,1015.41,0.00%
1024, KY,CUMBERLAND ,109,6738,1617.69,1079.56,0.00%
1025, KY,DAVIESS ,1096,99674,1099.58,879.56,0.04%
1026, KY,EDMONSON ,145,12114,1196.96,846.83,0.01%
1027, KY,ELLIOTT ,90,7588,1186.08,909.99,0.00%
1028, KY,ESTILL ,188,14307,1314.04,1126.39,0.01%
1029, KY,FAYETTE ,2464,318449,773.75,793.49,0.09%
1030, KY,FLEMING ,179,14507,1233.89,1068.71,0.01%
1031, KY,FLOYD ,556,37110,1498.25,1246.03,0.02%
1032, KY,FRANKLIN ,585,50560,1157.04,932.89,0.02%
1033, KY,FULTON ,93,6179,1505.1,1075.69,0.00%
1034, KY,GALLATIN ,108,8609,1254.5,1357.8,0.00%
1035, KY,GARRARD ,160,17292,925.28,777.26,0.01%
1036, KY,GRANT ,247,24923,991.05,1045.53,0.01%
1037, KY,GRAVES ,494,37182,1328.6,1021.83,0.02%
1038, KY,GRAYSON ,341,26184,1302.32,1078.02,0.01%
1039, KY,GREEN ,147,11060,1329.11,916.68,0.01%
1040, KY,GREENUP ,473,35893,1317.81,962.74,0.02%
1041, KY,HANCOCK ,77,8810,874.01,757.07,0.00%
1042, KY,HARDIN ,906,107316,844.24,817.2,0.03%
1043, KY,HARLAN ,412,27168,1516.49,1166.51,0.02%
1044, KY,HARRISON ,220,18646,1179.88,981.88,0.01%
1045, KY,HART ,218,18627,1170.34,979.24,0.01%
1046, KY,HENDERSON ,520,46253,1124.25,913.61,0.02%
1047, KY,HENRY ,172,15818,1087.37,919.56,0.01%
1048, KY,HICKMAN ,70,4627,1512.86,833.17,0.00%
1049, KY,HOPKINS ,649,45904,1413.82,1110.08,0.02%
1050, KY,JACKSON ,174,13368,1301.62,1141.46,0.01%
1051, KY,JEFFERSON ,8149,765352,1064.74,905.46,0.30%
1052, KY,JESSAMINE ,455,52357,869.03,802.48,0.02%
1053, KY,JOHNSON ,306,22978,1331.71,1083.96,0.01%
1054, KY,KENTON ,1506,164945,913.03,868.55,0.05%
1055, KY,KNOTT ,228,15544,1466.8,1219.59,0.01%
1056, KY,KNOX ,426,31687,1344.4,1118.13,0.02%
1057, KY,LARUE ,172,14096,1220.2,874.12,0.01%
1058, KY,LAUREL ,660,60250,1095.44,959.3,0.02%
1059, KY,LAWRENCE ,210,15863,1323.84,1153.71,0.01%
1060, KY,LEE ,113,6580,1717.33,1528.6,0.00%
1061, KY,LESLIE ,165,10538,1565.76,1226.04,0.01%
1062, KY,LETCHER ,354,22773,1554.47,1253.67,0.01%
1063, KY,LEWIS ,186,13442,1383.72,1110.57,0.01%
1064, KY,LINCOLN ,298,24372,1222.71,998.88,0.01%
1065, KY,LIVINGSTON ,137,9269,1478.05,1078.03,0.00%
1066, KY,LOGAN ,289,26593,1086.75,843.9,0.01%
1067, KY,LYON ,115,8069,1425.21,860.19,0.00%
1068, KY,MCCRACKEN ,833,65162,1278.35,904.71,0.03%
1069, KY,MCCREARY ,213,17511,1216.38,1163.08,0.01%
1070, KY,MCLEAN ,144,9475,1519.79,1158.35,0.01%
1071, KY,MADISON ,753,89547,840.9,856.67,0.03%
1072, KY,MAGOFFIN ,147,12684,1158.94,1008.82,0.01%
1073, KY,MARION ,222,19205,1155.95,950.55,0.01%
1074, KY,MARSHALL ,472,31365,1504.86,1029.08,0.02%
1075, KY,MARTIN ,151,12002,1258.12,1102.35,0.01%
1076, KY,MASON ,230,17190,1337.99,1090.46,0.01%
1077, KY,MEADE ,245,28126,871.08,855.82,0.01%
1078, KY,MENIFEE ,88,6408,1373.28,1027.87,0.00%
1079, KY,MERCER ,284,21477,1322.34,1035.11,0.01%
1080, KY,METCALFE ,143,10018,1427.43,1094.52,0.01%
1081, KY,MONROE ,152,10588,1435.59,1084.46,0.01%
1082, KY,MONTGOMERY ,331,27771,1191.89,1041.38,0.01%
1083, KY,MORGAN ,149,13298,1120.47,982.07,0.01%
1084, KY,MUHLENBERG ,364,31028,1173.13,902.26,0.01%
1085, KY,NELSON ,442,45559,970.17,932.64,0.02%
1086, KY,NICHOLAS ,112,7084,1581.03,1250.13,0.00%
1087, KY,OHIO ,311,24378,1275.74,1031.98,0.01%
1088, KY,OLDHAM ,405,65560,617.75,698.05,0.01%
1089, KY,OWEN ,118,10642,1108.81,929.9,0.00%
1090, KY,OWSLEY ,69,4491,1536.41,1210.57,0.00%
1091, KY,PENDLETON ,147,14560,1009.62,900.36,0.01%
1092, KY,PERRY ,460,27343,1682.33,1410.46,0.02%
1093, KY,PIKE ,814,60555,1344.23,1078.86,0.03%
1094, KY,POWELL ,157,12308,1275.59,1175.18,0.01%
1095, KY,PULASKI ,871,63956,1361.87,1079.51,0.03%
1096, KY,ROBERTSON ,28,2155,1299.3,831.27,0.00%
1097, KY,ROCKCASTLE ,188,16850,1115.73,948.32,0.01%
1098, KY,ROWAN ,244,24451,997.91,1011.13,0.01%
1099, KY,RUSSELL ,274,17722,1546.1,1127.9,0.01%
1100, KY,SCOTT ,379,53972,702.22,829.69,0.01%
1101, KY,SHELBY ,405,46408,872.69,843.41,0.01%
1102, KY,SIMPSON ,231,18083,1277.44,1080.86,0.01%
1103, KY,SPENCER ,161,18274,881.03,950.15,0.01%
1104, KY,TAYLOR ,286,25397,1126.12,894.33,0.01%
1105, KY,TODD ,152,12295,1236.27,1062.97,0.01%
1106, KY,TRIGG ,167,14264,1170.78,811.73,0.01%
1107, KY,TRIMBLE ,108,8620,1252.9,1073.98,0.00%
1108, KY,UNION ,202,14880,1357.53,1186.22,0.01%
1109, KY,WARREN ,1015,125532,808.56,844.59,0.04%
1110, KY,WASHINGTON ,158,12189,1296.25,1013.82,0.01%
1111, KY,WAYNE ,240,20453,1173.42,959.58,0.01%
1112, KY,WEBSTER ,171,13316,1284.17,996.01,0.01%
1113, KY,WHITLEY ,497,36096,1376.88,1257.61,0.02%
1114, KY,WOLFE ,115,7159,1606.37,1349.57,0.00%
1115, KY,WOODFORD ,246,26124,941.66,789.04,0.01%
1116, LA,ACADIA PARISH,616,62645,983.32,907.26,0.02%
1117, LA,ALLEN PARISH,270,25684,1051.24,995.17,0.01%
1118, LA,ASCENSION PARISH,762,121587,626.71,776.82,0.03%
1119, LA,ASSUMPTION PARISH,199,22695,876.85,728.5,0.01%
1120, LA,AVOYELLES PARISH,487,41117,1184.42,990.84,0.02%
1121, LA,BEAUREGARD PARISH,407,36927,1102.17,1015.85,0.01%
1122, LA,BIENVILLE PARISH,207,13865,1492.97,1049.93,0.01%
1123, LA,BOSSIER PARISH,1034,126057,820.26,802.01,0.04%
1124, LA,CADDO PARISH,2736,248851,1099.45,921.93,0.10%
1125, LA,CALCASIEU PARISH,2029,200601,1011.46,939.08,0.07%
1126, LA,CALDWELL PARISH,109,10087,1080.6,912.36,0.00%
1127, LA,CAMERON PARISH,47,6882,682.94,583.58,0.00%
1128, LA,CATAHOULA PARISH,147,9921,1481.71,1229.33,0.01%
1129, LA,CLAIBORNE PARISH,190,16132,1177.78,892.37,0.01%
1130, LA,CONCORDIA PARISH,247,19920,1239.96,1013.67,0.01%
1131, LA,DE SOTO PARISH,308,27149,1134.48,930.47,0.01%
1132, LA,EAST BATON ROUGE PARISH,3854,447037,862.12,848.57,0.14%
1133, LA,EAST CARROLL PARISH,82,7271,1127.77,1021.51,0.00%
