State,County,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
NY,Schenectady,1520,154553,983.48,724.58,0.06%
NY,Schoharie,282,31317,900.47,667.76,0.01%
NY,Schuyler,217,18099,1198.96,820.26,0.01%
NY,Seneca,374,34777,1075.42,803.98,0.01%
NY,St. Lawrence,992,110038,901.51,736.8,0.04%
NY,Steuben,1000,96940,1031.57,752.05,0.04%
NY,Suffolk,12467,1492583,835.26,666.39,0.45%
NY,Sullivan,770,74801,1029.4,828.53,0.03%
NY,Tioga,487,48760,998.77,727.72,0.02%
NY,Tompkins,712,104871,678.93,682.51,0.03%
NY,Ulster,1764,179225,984.24,718.17,0.06%
NY,Warren,699,64567,1082.6,711.75,0.03%
NY,Washington,636,61800,1029.13,767.22,0.02%
NY,Wayne,896,90798,986.81,762.17,0.03%
NY,Westchester,7135,974542,732.14,536.92,0.26%
NY,Wyoming,383,40791,938.93,780.31,0.01%
NY,Yates,257,24923,1031.18,748.37,0.01%
OH,Adams,364,27907,1304.33,1080.57,0.01%
OH,Allen,1140,103742,1098.88,864.4,0.04%
OH,Ashland,611,53652,1138.82,840.35,0.02%
OH,Ashtabula,1171,98231,1192.09,892.61,0.04%
OH,Athens,467,66186,705.59,804.53,0.02%
OH,Auglaize,503,45894,1096,783.87,0.02%
OH,Belmont,885,68673,1288.72,867.3,0.03%
OH,Brown,518,43759,1183.76,905.87,0.02%
OH,Butler,3358,377537,889.45,842.54,0.12%
OH,Carroll,295,27669,1066.18,734.13,0.01%
OH,Champaign,429,38747,1107.18,887.11,0.02%
OH,Clark,1797,134786,1333.22,987.48,0.07%
OH,Clermont,1765,203022,869.36,784.17,0.06%
OH,Clinton,406,41902,968.93,812.32,0.01%
OH,Columbiana,1304,103685,1257.66,898.26,0.05%
OH,Coshocton,399,36602,1090.1,810.59,0.01%
OH,Crawford,549,42083,1304.56,880.96,0.02%
OH,Cuyahoga,14003,1249352,1120.82,829,0.51%
OH,Darke,614,51778,1185.83,826.22,0.02%
OH,Defiance,395,38158,1035.17,784.9,0.01%
OH,Delaware,1089,196463,554.3,591.49,0.04%
OH,Erie,972,75107,1294.15,884.67,0.04%
OH,Fairfield,1279,152597,838.16,742.84,0.05%
OH,Fayette,363,28676,1265.87,994.81,0.01%
OH,Franklin,9624,1264518,761.08,829.75,0.35%
OH,Fulton,416,42514,978.5,771.1,0.02%
OH,Gallia,388,30015,1292.69,1027.8,0.01%
OH,Geauga,855,94060,908.99,655.93,0.03%
OH,Greene,1437,164765,872.15,704.93,0.05%
OH,Guernsey,463,39063,1185.26,895.4,0.02%
OH,Hamilton,7884,809099,974.42,828.76,0.29%
OH,Hancock,767,75872,1010.91,779.51,0.03%
OH,Hardin,338,31474,1073.9,955.69,0.01%
OH,Harrison,190,15307,1241.26,858.67,0.01%
OH,Henry,268,27629,970,658.61,0.01%
OH,Highland,499,43029,1159.68,921.49,0.02%
OH,Hocking,302,28340,1065.63,853.8,0.01%
OH,Holmes,356,43936,810.27,789.81,0.01%
OH,Huron,560,58439,958.26,793.43,0.02%
OH,Jackson,425,32505,1307.49,1099.65,0.02%
OH,Jefferson,970,66704,1454.19,1000,0.04%
OH,Knox,661,60814,1086.92,852.11,0.02%
OH,Lake,2535,228614,1108.86,787.63,0.09%
OH,Lawrence,810,60872,1330.66,1040.54,0.03%
OH,Licking,1549,172198,899.55,774.95,0.06%
OH,Logan,516,45165,1142.48,907.29,0.02%
OH,Lorain,3073,306365,1003.05,788.05,0.11%
OH,Lucas,4611,432488,1066.16,893.58,0.17%
OH,Madison,446,43419,1027.2,912.49,0.02%
OH,Mahoning,3036,230008,1319.95,862.14,0.11%
OH,Marion,783,65096,1202.84,970.1,0.03%
OH,Medina,1433,177221,808.59,666.6,0.05%
OH,Meigs,331,23125,1431.35,1067.61,0.01%
OH,Mercer,439,40909,1073.11,773.25,0.02%
OH,Miami,1167,104679,1114.84,853.21,0.04%
OH,Monroe,172,14210,1210.42,762.16,0.01%
OH,Montgomery,6218,531239,1170.47,899.77,0.23%
OH,Morgan,168,14804,1134.83,772.24,0.01%
OH,Morrow,314,35036,896.22,743.9,0.01%
OH,Muskingum,1015,86068,1179.3,906.72,0.04%
OH,Noble,143,14294,1000.42,686.54,0.01%
OH,Ottawa,515,40636,1267.35,796.39,0.02%
OH,Paulding,204,18865,1081.37,833.2,0.01%
OH,Perry,365,35927,1015.95,925.35,0.01%
OH,Pickaway,592,57565,1028.4,887.56,0.02%
OH,Pike,344,28160,1221.59,972.81,0.01%
OH,Portage,1472,161921,909.09,807.57,0.05%
OH,Preble,484,41247,1173.42,933.76,0.02%
OH,Putnam,306,34056,898.52,688.5,0.01%
OH,Richland,1447,121107,1194.81,876.49,0.05%
OH,Ross,898,77000,1166.23,994.12,0.03%
OH,Sandusky,675,59330,1137.7,836.99,0.02%
OH,Scioto,1036,76088,1361.58,1059.82,0.04%
OH,Seneca,607,55353,1096.6,805.15,0.02%
OH,Shelby,480,48623,987.19,815.18,0.02%
OH,Stark,4391,373612,1175.28,839.97,0.16%
OH,Summit,5930,540300,1097.54,846.75,0.22%
OH,Trumbull,2566,201825,1271.4,866.13,0.09%
OH,Tuscarawas,1037,92420,1122.05,779.96,0.04%
OH,Union,360,55457,649.15,718.77,0.01%
OH,Van Wert,335,28362,1181.16,834.69,0.01%
OH,Vinton,147,12921,1137.68,979.9,0.01%
OH,Warren,1766,227063,777.76,739.45,0.06%
OH,Washington,769,60610,1268.77,876.3,0.03%
OH,Wayne,1155,116470,991.67,783,0.04%
OH,Williams,443,37017,1196.75,858.1,0.02%
OH,Wood,1156,130219,887.74,777.91,0.04%
OH,Wyandot,254,22118,1148.39,806.09,0.01%
OK,Adair,248,22098,1122.27,1042.03,0.01%
OK,Alfalfa,56,5827,961.04,701.23,0.00%
OK,Atoka,171,13810,1238.23,977.92,0.01%
OK,Beaver,54,5382,1003.34,725.83,0.00%
OK,Beckham,230,22519,1021.36,943.94,0.01%
OK,Blaine,129,9643,1337.76,951.07,0.00%
OK,Bryan,507,45573,1112.5,899.85,0.02%
OK,Caddo,358,29557,1211.22,1043.44,0.01%
OK,Canadian,941,136532,689.22,742.87,0.03%
OK,Carter,555,48556,1143.01,941.35,0.02%
OK,Cherokee,451,48700,926.08,823.33,0.02%
OK,Choctaw,240,14885,1612.36,1211.17,0.01%
OK,Cimarron,31,2162,1433.86,873.91,0.00%
OK,Cleveland,1899,278655,681.49,702.3,0.07%
OK,Coal,91,5651,1610.33,1078.34,0.00%
OK,Comanche,1072,122136,877.71,932.93,0.04%
OK,Cotton,94,5941,1582.23,1237.68,0.00%
OK,Craig,194,14625,1326.5,996.44,0.01%
OK,Creek,891,71312,1249.44,985.75,0.03%
OK,Custer,265,29293,904.65,842.89,0.01%
OK,Delaware,499,41598,1199.58,832.82,0.02%
OK,Dewey,65,4819,1348.83,986.71,0.00%
OK,Ellis,65,4080,1593.14,1034.67,0.00%
OK,Garfield,755,62603,1206.01,968.83,0.03%
OK,Garvin,344,27838,1235.72,987.69,0.01%
OK,Grady,542,54655,991.68,888.71,0.02%
OK,Grant,71,4465,1590.15,1009.25,0.00%
OK,Greer,69,5998,1150.38,777.55,0.00%
OK,Harmon,30,2704,1109.47,791.15,0.00%
OK,Harper,38,3717,1022.33,685.06,0.00%
OK,Haskell,160,12747,1255.2,869.17,0.01%
OK,Hughes,206,13566,1518.5,1099.56,0.01%
OK,Jackson,255,25497,1000.12,914.94,0.01%
OK,Jefferson,84,6230,1348.31,943.29,0.00%
OK,Johnston,130,11087,1172.54,940.1,0.00%
OK,Kay,560,44943,1246.02,914.84,0.02%
OK,Kingfisher,172,15638,1099.88,917.45,0.01%
OK,Kiowa,126,9077,1388.12,1060.2,0.00%
OK,Latimer,146,10414,1401.96,999.05,0.01%
OK,Le Flore,590,49873,1183,974.33,0.02%
OK,Lincoln,409,35129,1164.28,946.74,0.01%
OK,Logan,373,46588,800.64,682.25,0.01%
OK,Love,110,9997,1100.33,868.26,0.00%
OK,Major,98,7772,1260.94,847.91,0.00%
OK,Marshall,188,16191,1161.14,819.03,0.01%
OK,Mayes,510,40920,1246.33,1000.82,0.02%
OK,Mcclain,372,38682,961.69,916.7,0.01%
OK,Mccurtain,459,32822,1398.45,1176.8,0.02%
OK,Mcintosh,300,19815,1514,938.31,0.01%
OK,Murray,184,13918,1322.03,1002.62,0.01%
OK,Muskogee,950,69477,1367.36,1140.07,0.03%
OK,Noble,140,11384,1229.8,904.05,0.01%
OK,Nowata,142,10419,1362.89,975.11,0.01%
OK,Okfuskee,173,12167,1421.88,1118.37,0.01%
OK,Oklahoma,7081,782970,904.38,887.86,0.26%
OK,Okmulgee,523,39213,1333.74,1051.99,0.02%
OK,Osage,431,47806,901.56,674.7,0.02%
OK,Ottawa,454,31691,1432.58,1108.73,0.02%
OK,Pawnee,202,16485,1225.36,933.55,0.01%
OK,Payne,545,81131,671.75,741.24,0.02%
OK,Pittsburg,591,44173,1337.92,1028.59,0.02%
OK,Pontotoc,433,38330,1129.66,967.19,0.02%
OK,Pottawatomie,892,72290,1233.92,1072.27,0.03%
OK,Pushmataha,159,11057,1438,999.01,0.01%
OK,Roger Mills,42,3640,1153.85,842.39,0.00%
OK,Rogers,897,91766,977.49,840.82,0.03%
OK,Seminole,328,25207,1301.23,1028.51,0.01%
OK,Sequoyah,543,41294,1314.96,1070.68,0.02%
OK,Stephens,561,44090,1272.4,916.99,0.02%
OK,Texas,206,21098,976.4,1078.54,0.01%
OK,Tillman,91,7465,1219.02,962.5,0.00%
OK,Tulsa,5797,642940,901.64,847.23,0.21%
OK,Wagoner,605,77679,778.85,719.48,0.02%
OK,Washington,651,52087,1249.83,857.18,0.02%
OK,Washita,150,11447,1310.39,981.07,0.01%
OK,Woods,80,9201,869.47,679.91,0.00%
OK,Woodward,222,20814,1066.59,971.55,0.01%
OR,Baker,190,16059,1183.14,679.42,0.01%
OR,Benton,592,89385,662.3,585.28,0.02%
OR,Clackamas,3511,408062,860.41,675.48,0.13%
OR,Clatsop,397,38632,1027.65,763.26,0.01%
OR,Columbia,473,50785,931.38,754.39,0.02%
OR,Coos,865,63761,1356.63,823.48,0.03%
OR,Crook,257,22570,1138.68,746.06,0.01%
OR,Curry,390,22713,1717.08,823.69,0.01%
OR,Deschutes,1474,181307,812.99,625.14,0.05%
OR,Douglas,1452,108457,1338.78,794.27,0.05%
OR,Gilliam,21,1854,1132.69,689.64,0.00%
OR,Grant,95,7158,1327.19,679.46,0.00%
OR,Harney,100,7292,1371.37,899.33,0.00%
OR,Hood River,176,23232,757.58,613.6,0.01%
OR,Jackson,2360,216527,1089.93,720.05,0.09%
OR,Jefferson,207,23080,896.88,757.34,0.01%
OR,Josephine,1244,85904,1448.13,849.27,0.05%
OR,Klamath,790,66443,1188.99,885.69,0.03%
OR,Lake,114,7837,1454.64,882.43,0.00%
OR,Lane,3495,369519,945.82,711.63,0.13%
OR,Lincoln,610,47806,1275.99,781.76,0.02%
OR,Linn,1314,122849,1069.61,817.73,0.05%
OR,Malheur,298,30439,979.01,801.79,0.01%
OR,Marion,2847,336316,846.53,744.31,0.10%
OR,Morrow,77,11274,682.99,656.65,0.00%
OR,Multnomah,5679,799766,710.08,712.85,0.21%
OR,Polk,677,81823,827.4,649.84,0.02%
OR,Sherman,20,1710,1169.59,665.37,0.00%
OR,Tillamook,322,26143,1231.69,780.89,0.01%
OR,Umatilla,696,76456,910.33,810.49,0.03%
OR,Union,263,26087,1008.16,712.06,0.01%
OR,Wallowa,85,6946,1223.73,675.93,0.00%
OR,Wasco,322,26115,1233.01,819,0.01%
OR,Washington,3407,582779,584.61,584.12,0.12%
OR,Wheeler,15,1344,Unreliable,Unreliable,0.00%
OR,Yamhill,943,105035,897.8,706.1,0.03%
PA,Adams,1047,102180,1024.66,715.01,0.04%
PA,Allegheny,13815,1225365,1127.42,787.43,0.50%
PA,Armstrong,912,66486,1371.72,891.89,0.03%
PA,Beaver,2204,167429,1316.38,856.29,0.08%
PA,Bedford,586,48325,1212.62,756.83,0.02%
PA,Berks,4061,414812,979,759.89,0.15%
PA,Blair,1638,124650,1314.08,856.41,0.06%
PA,Bradford,657,60770,1081.13,757.59,0.02%
PA,Bucks,6033,626399,963.12,694.37,0.22%
PA,Butler,1976,186847,1057.55,756.08,0.07%
PA,Cambria,1935,134732,1436.18,912.1,0.07%
PA,Cameron,48,4677,1026.3,565.75,0.00%
PA,Carbon,820,63594,1289.43,889.58,0.03%
PA,Centre,966,161464,598.28,578.12,0.04%
PA,Chester,3882,516312,751.87,614.69,0.14%
PA,Clarion,427,38513,1108.72,806.99,0.02%
PA,Clearfield,981,80596,1217.18,801.59,0.04%
PA,Clinton,406,39233,1034.84,754.23,0.01%
PA,Columbia,686,66420,1032.82,769.58,0.02%
PA,Crawford,993,86257,1151.21,852.61,0.04%
PA,Cumberland,2369,248506,953.3,693.46,0.09%
PA,Dauphin,2568,273707,938.23,760.85,0.09%
PA,Delaware,5618,563402,997.16,771.46,0.20%
PA,Elk,391,30480,1282.81,805.25,0.01%
PA,Erie,2945,276207,1066.23,822.47,0.11%
PA,Fayette,1834,132733,1381.72,922.26,0.07%
PA,Forest,87,7321,1188.36,838.94,0.00%
PA,Franklin,1584,153851,1029.57,730.5,0.06%
PA,Fulton,164,14640,1120.22,838.53,0.01%
PA,Greene,451,37197,1212.46,925.53,0.02%
PA,Huntingdon,469,45634,1027.74,735.3,0.02%
PA,Indiana,950,86364,1100,810.78,0.03%
PA,Jefferson,538,44073,1220.7,802.45,0.02%
PA,Juniata,266,24863,1069.86,714.64,0.01%
PA,Lackawanna,2632,211321,1245.5,836.17,0.10%
PA,Lancaster,5121,538500,950.97,692.85,0.19%
PA,Lawrence,1210,87294,1386.12,882.58,0.04%
PA,Lebanon,1486,138863,1070.12,732.62,0.05%
PA,Lehigh,3400,363147,936.26,712.56,0.12%
PA,Luzerne,3922,316383,1239.64,839.75,0.14%
PA,Lycoming,1257,115248,1090.69,774.35,0.05%
PA,Mc Kean,507,41883,1210.52,826.24,0.02%
PA,Mercer,1463,112913,1295.69,819.09,0.05%
PA,Mifflin,516,46342,1113.46,720.52,0.02%
PA,Monroe,1479,166098,890.44,767.56,0.05%
PA,Montgomery,7534,821725,916.85,649.64,0.27%
PA,Montour,239,18343,1302.95,768.22,0.01%
PA,Northampton,2970,302294,982.49,678.76,0.11%
PA,Northumberland,1169,92541,1263.22,827.4,0.04%
PA,Perry,467,45820,1019.21,861.05,0.02%
PA,Philadelphia,14508,1567872,925.33,889.3,0.53%
PA,Pike,515,55562,926.89,639.98,0.02%
PA,Potter,207,16885,1225.94,754.03,0.01%
PA,Schuylkill,2052,143573,1429.24,955.29,0.07%
PA,Snyder,349,40468,862.41,664.17,0.01%
PA,Somerset,986,75061,1313.6,806.78,0.04%
PA,Sullivan,83,6137,1352.45,732.59,0.00%
PA,Susquehanna,472,40862,1155.11,770.1,0.02%
PA,Tioga,428,41467,1032.15,707.88,0.02%
PA,Union,377,45565,827.39,595.66,0.01%
PA,Venango,623,52582,1184.82,773.3,0.02%
PA,Warren,478,40025,1194.25,738.45,0.02%
PA,Washington,2543,207981,1222.71,829.58,0.09%
PA,Wayne,642,50710,1266.02,872.93,0.02%
PA,Westmoreland,4604,355458,1295.23,816.76,0.17%
PA,Wyoming,304,27521,1104.61,774.42,0.01%
PA,York,4190,443744,944.24,749.4,0.15%
RI,Bristol,538,49067,1096.46,665.33,0.02%
RI,Kent,1673,164614,1016.32,700.31,0.06%
RI,Newport,816,82784,985.7,661.97,0.03%
RI,Providence,5612,633673,885.63,714.71,0.20%
RI,Washington,1096,126288,867.86,596.18,0.04%
SC,Abbeville,328,24872,1318.75,932.41,0.01%
SC,Aiken,1718,167458,1025.93,791.17,0.06%
SC,Allendale,109,9045,1205.09,953.4,0.00%
SC,Anderson,2313,196569,1176.69,945.91,0.08%
SC,Bamberg,196,14434,1357.9,972.96,0.01%
SC,Barnwell,269,21483,1252.15,1031.3,0.01%
SC,Beaufort,1604,183149,875.79,566.56,0.06%
SC,Berkeley,1503,210898,712.67,778.05,0.05%
SC,Calhoun,165,14796,1115.17,773.63,0.01%
SC,Charleston,3171,396484,799.78,711.62,0.12%
SC,Cherokee,617,56646,1089.22,952.7,0.02%
SC,Chester,405,32181,1258.51,1002.45,0.01%
SC,Chesterfield,546,46013,1186.62,1004.03,0.02%
SC,Clarendon,382,33951,1125.15,831.39,0.01%
SC,Colleton,542,37923,1429.21,1091.83,0.02%
SC,Darlington,869,67234,1292.5,1040.51,0.03%
SC,Dillon,401,30858,1299.5,1119.89,0.01%
SC,Dorchester,1180,153773,767.36,829.75,0.04%
SC,Edgefield,235,26358,891.57,725.95,0.01%
SC,Fairfield,291,22653,1284.6,976.79,0.01%
SC,Florence,1516,138742,1092.68,954.65,0.06%
SC,Georgetown,783,61399,1275.27,842.79,0.03%
SC,Greenville,4424,498766,886.99,800.2,0.16%
SC,Greenwood,753,70133,1073.67,821.56,0.03%
SC,Hampton,239,19922,1199.68,983.03,0.01%
SC,Horry,3501,322342,1086.11,832.09,0.13%
SC,Jasper,215,28465,755.31,631.56,0.01%
SC,Kershaw,697,64097,1087.41,897.11,0.03%
SC,Lancaster,874,89594,975.51,769.27,0.03%
SC,Laurens,801,66777,1199.51,932.13,0.03%
SC,Lee,267,17635,1514.03,1178.98,0.01%
SC,Lexington,2470,286196,863.04,791.39,0.09%
SC,Marion,417,31726,1314.38,1059.22,0.02%
SC,Marlboro,373,26945,1384.3,1172.14,0.01%
SC,Mccormick,130,9643,1348.13,877.25,0.00%
SC,Newberry,439,38079,1152.87,873.51,0.02%
SC,Oconee,835,76355,1093.58,783.93,0.03%
SC,Orangeburg,1040,87903,1183.12,925.76,0.04%
SC,Pickens,1183,122863,962.86,852.83,0.04%
SC,Richland,3028,409549,739.35,798.04,0.11%
SC,Saluda,229,20197,1133.83,800.08,0.01%
SC,Spartanburg,3047,301463,1010.74,892.98,0.11%
SC,Sumter,1122,107396,1044.73,913.86,0.04%
SC,Union,428,27673,1546.63,1130.39,0.02%
SC,Williamsburg,405,31955,1267.41,942.72,0.01%
SC,York,2070,258526,800.69,811.07,0.08%
SD,Aurora,20,2736,730.99,412.61,0.00%
SD,Beadle,195,18101,1077.29,747.27,0.01%
SD,Bennett,45,3460,1300.58,1337.88,0.00%
SD,Bon Homme,75,6984,1073.88,627,0.00%
SD,Brookings,202,34135,591.77,671.06,0.01%
SD,Brown,376,39128,960.95,690.05,0.01%
SD,Brule,60,5238,1145.48,796.52,0.00%
SD,Buffalo,32,2043,1566.32,2121,0.00%
SD,Butte,98,10205,960.31,665.92,0.00%
SD,Campbell,13,1378,Unreliable,Unreliable,0.00%
SD,Charles Mix,113,9396,1202.64,902.84,0.00%
SD,Clark,47,3656,1285.56,800.11,0.00%
SD,Clay,105,14086,745.42,815.83,0.00%
SD,Codington,241,28063,858.78,647.02,0.01%
SD,Corson,51,4132,1234.27,1357.6,0.00%
SD,Custer,108,8596,1256.4,746.1,0.00%
SD,Davison,225,19903,1130.48,742.6,0.01%
SD,Day,76,5571,1364.21,745.01,0.00%
SD,Deuel,47,4231,1110.85,668.13,0.00%
SD,Dewey,52,5742,905.61,1101.33,0.00%
SD,Douglas,42,2932,1432.47,561.98,0.00%
SD,Edmunds,43,3952,1088.06,659.65,0.00%
SD,Fall River,115,6849,1679.08,961.71,0.00%
SD,Faulk,31,2354,1316.91,708.06,0.00%
SD,Grant,91,7148,1273.08,744.88,0.00%
SD,Gregory,59,4171,1414.53,713.63,0.00%
SD,Haakon,22,1892,1162.79,572.61,0.00%
SD,Hamlin,73,6028,1211.02,841.02,0.00%
SD,Hand,49,3319,1476.35,665.63,0.00%
SD,Hanson,23,3374,681.68,953.05,0.00%
SD,Harding,Suppressed,1278,Suppressed,Suppressed,Suppressed
SD,Hughes,147,17600,835.23,643.8,0.01%
SD,Hutchinson,116,7368,1574.38,674.82,0.00%
SD,Hyde,28,1352,2071.01,1113.19,0.00%
SD,Jackson,37,3326,1112.45,987.56,0.00%
SD,Jerauld,26,2004,1297.41,631.72,0.00%
SD,Jones,Suppressed,927,Suppressed,Suppressed,Suppressed
SD,Kingsbury,68,5001,1359.73,740.66,0.00%
SD,Lake,126,12909,976.06,662.58,0.00%
SD,Lawrence,237,25281,937.46,642.28,0.01%
SD,Lincoln,260,54469,477.34,509.37,0.01%
SD,Lyman,40,3894,1027.22,997.21,0.00%
SD,Marshall,63,4801,1312.23,903.05,0.00%
SD,Mccook,72,5625,1280,823.74,0.00%
SD,Mcpherson,40,2438,1640.69,699.69,0.00%
SD,Meade,193,27693,696.93,661.57,0.01%
SD,Mellette,28,2102,1332.06,1208.19,0.00%
SD,Miner,38,2281,1665.94,868.16,0.00%
SD,Minnehaha,1384,187318,738.85,701.21,0.05%
SD,Moody,48,6505,737.89,525.34,0.00%
SD,Pennington,903,109372,825.62,658.02,0.03%
SD,Perkins,42,2983,1407.98,658.27,0.00%
SD,Potter,39,2299,1696.39,863.93,0.00%
SD,Roberts,111,10255,1082.4,803.12,0.00%
SD,Sanborn,28,2396,1168.61,697.62,0.00%
SD,Shannon,163,14415,1130.77,1619.26,0.01%
SD,Spink,83,6420,1292.83,787.67,0.00%
SD,Stanley,24,2993,801.87,620.08,0.00%
SD,Sully,Suppressed,1421,Suppressed,Suppressed,Suppressed
SD,Todd,94,10155,925.65,1253.14,0.00%
SD,Tripp,82,5492,1493.08,854.65,0.00%
SD,Turner,109,8317,1310.57,738.83,0.00%
SD,Union,121,14934,810.23,646.75,0.00%
SD,Walworth,87,5610,1550.8,839.71,0.00%
SD,Yankton,240,22616,1061.2,709.09,0.01%
SD,Ziebach,17,2801,Unreliable,Unreliable,0.00%
TN,Anderson,911,75936,1199.69,838.24,0.03%
TN,Bedford,544,47484,1145.65,1058.03,0.02%
TN,Benton,268,16014,1673.54,1092.83,0.01%
TN,Bledsoe,128,14675,872.23,699.95,0.00%
TN,Blount,1437,128670,1116.81,828.57,0.05%
TN,Bradley,1012,104490,968.51,819.35,0.04%
TN,Campbell,618,39714,1556.13,1159.77,0.02%
TN,Cannon,169,14027,1204.82,909.33,0.01%
TN,Carroll,411,28092,1463.05,1039.47,0.01%
TN,Carter,745,56502,1318.54,914.02,0.03%
TN,Cheatham,411,39880,1030.59,1014.94,0.01%
TN,Chester,190,17453,1088.64,876.36,0.01%
TN,Claiborne,463,31757,1457.95,1121.22,0.02%
TN,Clay,123,7752,1586.69,1073.12,0.00%
TN,Cocke,527,35219,1496.35,1119.74,0.02%
TN,Coffee,671,54682,1227.09,987.72,0.02%
TN,Crockett,186,14411,1290.68,973.1,0.01%
TN,Cumberland,813,58655,1386.07,798.48,0.03%
TN,Davidson,5433,684410,793.82,845.47,0.20%
TN,Decatur,181,11769,1537.94,938.98,0.01%
TN,Dekalb,255,19361,1317.08,1077.26,0.01%
TN,Dickson,596,52170,1142.42,1004.38,0.02%
TN,Dyer,517,37708,1371.06,1108.67,0.02%
TN,Fayette,451,39590,1139.18,843.69,0.02%
TN,Fentress,259,18033,1436.26,1054.53,0.01%
TN,Franklin,509,41700,1220.62,905.27,0.02%
TN,Gibson,734,49401,1485.8,1116.79,0.03%
TN,Giles,363,29307,1238.61,914.75,0.01%
TN,Grainger,286,23072,1239.6,991.6,0.01%
TN,Greene,960,68615,1399.11,1029.63,0.03%
TN,Grundy,225,13389,1680.48,1224.47,0.01%
TN,Hamblen,762,63785,1194.64,943.34,0.03%
TN,Hamilton,3551,357738,992.63,790.89,0.13%
TN,Hancock,94,6577,1429.22,1177.93,0.00%
TN,Hardeman,338,25435,1328.88,1080.39,0.01%
TN,Hardin,383,25679,1491.49,1022.26,0.01%
TN,Hawkins,736,56563,1301.2,980.37,0.03%
TN,Haywood,211,17853,1181.87,910.57,0.01%
TN,Henderson,345,27822,1240.03,1001.18,0.01%
TN,Henry,480,32310,1485.61,980.02,0.02%
TN,Hickman,294,24295,1210.13,1033.97,0.01%
TN,Houston,127,8134,1561.35,1123.15,0.00%
TN,Humphreys,230,18347,1253.61,938.95,0.01%
TN,Jackson,145,11566,1253.67,857.31,0.01%
TN,Jefferson,628,53535,1173.06,892.6,0.02%
TN,Johnson,250,17754,1408.13,1007.56,0.01%
TN,Knox,4413,456132,967.48,847.3,0.16%
TN,Lake,109,7560,1441.8,1256.92,0.00%
TN,Lauderdale,329,26773,1228.85,1157.4,0.01%
TN,Lawrence,528,43081,1225.6,972.99,0.02%
TN,Lewis,144,11904,1209.68,887.07,0.01%
TN,Lincoln,436,33645,1295.88,988.72,0.02%
TN,Loudon,679,51454,1319.63,863.73,0.02%
TN,Macon,257,23450,1095.95,952.43,0.01%
TN,Madison,1048,97663,1073.08,887.01,0.04%
TN,Marion,392,28446,1378.05,1032.54,0.01%
TN,Marshall,353,31915,1106.06,990.3,0.01%
TN,Maury,976,89981,1084.67,951.33,0.04%
TN,Mcminn,691,52850,1307.47,974.87,0.03%
TN,Mcnairy,384,25935,1480.62,1095.27,0.01%
TN,Meigs,174,12005,1449.4,1136.63,0.01%
TN,Monroe,572,45970,1244.29,962.64,0.02%
TN,Montgomery,1248,195734,637.6,872.18,0.05%
TN,Moore,59,6323,933.1,641.61,0.00%
TN,Morgan,251,21554,1164.52,994.94,0.01%
TN,Obion,348,30578,1138.07,826.65,0.01%
TN,Overton,310,22051,1405.83,1043.65,0.01%
TN,Perry,124,7964,1557.01,1122.19,0.00%
TN,Pickett,75,5142,1458.58,851.16,0.00%
TN,Polk,212,16772,1264.01,919.44,0.01%
TN,Putnam,850,75931,1119.44,963.39,0.03%
TN,Rhea,416,32442,1282.29,1037.55,0.02%
TN,Roane,729,52874,1378.75,916.64,0.03%
TN,Robertson,701,69165,1013.52,966.44,0.03%
TN,Rutherford,1941,308251,629.68,785.28,0.07%
TN,Scott,265,21947,1207.45,1072.33,0.01%
TN,Sequatchie,160,14897,1074.04,793.82,0.01%
TN,Sevier,1063,96673,1099.58,881.91,0.04%
TN,Shelby,8129,934603,869.78,868.05,0.30%
TN,Smith,210,19447,1079.86,995.12,0.01%
TN,Stewart,163,13182,1236.53,951.02,0.01%
TN,Sullivan,2013,156667,1284.89,876.38,0.07%
TN,Sumner,1589,180063,882.47,799.83,0.06%
TN,Tipton,627,61303,1022.79,1002.73,0.02%
TN,Trousdale,111,8271,1342.04,1209.01,0.00%
TN,Unicoi,284,17719,1602.8,1015.08,0.01%
TN,Union,204,19140,1065.83,933.97,0.01%
TN,Van Buren,99,5689,1740.2,1298.22,0.00%
TN,Warren,526,40516,1298.25,1034.87,0.02%
TN,Washington,1408,127440,1104.83,883.23,0.05%
TN,Wayne,214,16713,1280.44,948.24,0.01%
TN,Weakley,394,33507,1175.87,930.88,0.01%
TN,White,377,26653,1414.47,1015.65,0.01%
TN,Williamson,1214,219107,554.07,589.96,0.04%
TN,Wilson,1088,132781,819.39,768.05,0.04%
TX,Anderson,651,57734,1127.59,1053.49,0.02%
TX,Andrews,109,17760,613.74,726.28,0.00%
TX,Angelina,907,87791,1033.14,876.51,0.03%
TX,Aransas,339,25721,1317.99,786.5,0.01%
TX,Archer,100,8703,1149.03,893.02,0.00%
TX,Armstrong,27,1876,1439.23,1097.16,0.00%
TX,Atascosa,378,48797,774.64,729.03,0.01%
TX,Austin,287,29758,964.45,737.8,0.01%
TX,Bailey,75,7181,1044.42,935.08,0.00%
TX,Bandera,215,21776,987.33,617.59,0.01%
TX,Bastrop,702,82733,848.51,827.87,0.03%
TX,Baylor,66,3697,1785.23,993.49,0.00%
TX,Bee,249,32750,760.31,808.46,0.01%
TX,Bell,2164,340411,635.7,754.23,0.08%
TX,Bexar,13216,1928680,685.24,731.23,0.48%
TX,Blanco,135,11392,1185.04,767.84,0.00%
