,State,County,Hospital,Number of Completed Surveys,FIPS
2533,LA,Saint Helena Parish,0.0,0.0,22091
2534,LA,Saint John The Baptist Parish,0.0,0.0,22095
2535,LA,Tensas Parish,0.0,0.0,22107
2536,LA,West Baton Rouge Parish,0.0,0.0,22121
2537,LA,West Feliciana Parish,0.0,0.0,22125
2538,MD,Caroline,0.0,0.0,24011
2539,MD,Dorchester,0.0,0.0,24019
2540,MD,Queen Anne'S,0.0,0.0,24035
2541,ME,Sagadahoc,0.0,0.0,23023
2542,MI,Alcona,0.0,0.0,26001
2543,MI,Antrim,0.0,0.0,26009
2544,MI,Benzie,0.0,0.0,26019
2545,MI,Cheboygan,0.0,0.0,26031
2546,MI,Kalkaska,0.0,0.0,26079
2547,MI,Keweenaw,0.0,0.0,26083
2548,MI,Lake,0.0,0.0,26085
2549,MI,Leelanau,0.0,0.0,26089
2550,MI,Menominee,0.0,0.0,26109
2551,MI,Missaukee,0.0,0.0,26113
2552,MI,Montmorency,0.0,0.0,26119
2553,MI,Oscoda,0.0,0.0,26135
2554,MI,Presque Isle,0.0,0.0,26141
2555,MI,Roscommon,0.0,0.0,26143
2556,MN,Benton,0.0,0.0,27009
2557,MN,Cass,0.0,0.0,27021
2558,MN,Clay,0.0,0.0,27027
2559,MN,Clearwater,0.0,0.0,27029
2560,MN,Cook,0.0,0.0,27031
2561,MN,Dodge,0.0,0.0,27039
2562,MN,Fillmore,0.0,0.0,27045
2563,MN,Grant,0.0,0.0,27051
2564,MN,Houston,0.0,0.0,27055
2565,MN,Jackson,0.0,0.0,27063
2566,MN,Kittson,0.0,0.0,27069
2567,MN,Lake Of The Woods,0.0,0.0,27077
2568,MN,Le Sueur,0.0,0.0,27079
2569,MN,Mahnomen,0.0,0.0,27087
2570,MN,Marshall,0.0,0.0,27089
2571,MN,Mower,0.0,0.0,27099
2572,MN,Norman,0.0,0.0,27107
2573,MN,Red Lake,0.0,0.0,27125
2574,MN,Sibley,0.0,0.0,27143
2575,MN,Traverse,0.0,0.0,27155
2576,MO,Andrew,0.0,0.0,29003
2577,MO,Benton,0.0,0.0,29015
2578,MO,Bollinger,0.0,0.0,29017
2579,MO,Caldwell,0.0,0.0,29025
2580,MO,Callaway,0.0,0.0,29027
2581,MO,Carter,0.0,0.0,29035
2582,MO,Chariton,0.0,0.0,29041
2583,MO,Christian,0.0,0.0,29043
2584,MO,Clark,0.0,0.0,29045
2585,MO,Cooper,0.0,0.0,29053
2586,MO,Dade,0.0,0.0,29057
2587,MO,Dallas,0.0,0.0,29059
2588,MO,Daviess,0.0,0.0,29061
2589,MO,Dekalb,0.0,0.0,29063
2590,MO,Douglas,0.0,0.0,29067
2591,MO,Gasconade,0.0,0.0,29073
2592,MO,Gentry,0.0,0.0,29075
2593,MO,Hickory,0.0,0.0,29085
2594,MO,Holt,0.0,0.0,29087
2595,MO,Howard,0.0,0.0,29089
2596,MO,Iron,0.0,0.0,29093
2597,MO,Knox,0.0,0.0,29103
2598,MO,Lewis,0.0,0.0,29111
2599,MO,Linn,0.0,0.0,29115
2600,MO,Macon,0.0,0.0,29121
2601,MO,Madison,0.0,0.0,29123
2602,MO,Maries,0.0,0.0,29125
2603,MO,Mcdonald,0.0,0.0,29119
2604,MO,Mercer,0.0,0.0,29129
2605,MO,Miller,0.0,0.0,29131
2606,MO,Mississippi,0.0,0.0,29133
2607,MO,Moniteau,0.0,0.0,29135
2608,MO,Monroe,0.0,0.0,29137
2609,MO,Montgomery,0.0,0.0,29139
2610,MO,Morgan,0.0,0.0,29141
2611,MO,Newton,0.0,0.0,29145
2612,MO,Oregon,0.0,0.0,29149
2613,MO,Osage,0.0,0.0,29151
2614,MO,Ozark,0.0,0.0,29153
2615,MO,Pulaski,0.0,0.0,29169
2616,MO,Putnam,0.0,0.0,29171
2617,MO,Ralls,0.0,0.0,29173
2618,MO,Reynolds,0.0,0.0,29179
2619,MO,Schuyler,0.0,0.0,29197
2620,MO,Scott,0.0,0.0,29201
2621,MO,Shannon,0.0,0.0,29203
2622,MO,Shelby,0.0,0.0,29205
2623,MO,Saint Clair,0.0,0.0,29185
2624,MO,Stone,0.0,0.0,29209
2625,MO,Sullivan,0.0,0.0,29211
2626,MO,Warren,0.0,0.0,29219
2627,MO,Wayne,0.0,0.0,29223
2628,MO,Webster,0.0,0.0,29225
2629,MO,Worth,0.0,0.0,29227
2630,MO,Wright,0.0,0.0,29229
2631,MP,Northern Islands,0.0,0.0,69085
2632,MP,Rota,0.0,0.0,69100
2633,MP,Saipan,0.0,0.0,69110
2634,MP,Tinian,0.0,0.0,69120
2635,MS,Amite,0.0,0.0,28005
2636,MS,Benton,0.0,0.0,28009
2637,MS,Calhoun,0.0,0.0,28013
2638,MS,Carroll,0.0,0.0,28015
2639,MS,Copiah,0.0,0.0,28029
2640,MS,Franklin,0.0,0.0,28037
2641,MS,Humphreys,0.0,0.0,28053
2642,MS,Issaquena,0.0,0.0,28055
2643,MS,Itawamba,0.0,0.0,28057
2644,MS,Jasper,0.0,0.0,28061
2645,MS,Jefferson,0.0,0.0,28063
2646,MS,Lamar,0.0,0.0,28073
2647,MS,Newton,0.0,0.0,28101
2648,MS,Noxubee,0.0,0.0,28103
2649,MS,Perry,0.0,0.0,28111
2650,MS,Pontotoc,0.0,0.0,28115
2651,MS,Quitman,0.0,0.0,28119
2652,MS,Smith,0.0,0.0,28129
2653,MS,Tunica,0.0,0.0,28143
2654,MT,Big Horn,0.0,0.0,30003
2655,MT,Blaine,0.0,0.0,30005
2656,MT,Broadwater,0.0,0.0,30007
2657,MT,Carter,0.0,0.0,30011
2658,MT,Chouteau,0.0,0.0,30015
2659,MT,Daniels,0.0,0.0,30019
2660,MT,Fallon,0.0,0.0,30025
2661,MT,Garfield,0.0,0.0,30033
2662,MT,Golden Valley,0.0,0.0,30037
2663,MT,Granite,0.0,0.0,30039
2664,MT,Jefferson,0.0,0.0,30043
2665,MT,Judith Basin,0.0,0.0,30045
2666,MT,Liberty,0.0,0.0,30051
2667,MT,Mccone,0.0,0.0,30055
2668,MT,Meagher,0.0,0.0,30059
2669,MT,Musselshell,0.0,0.0,30065
2670,MT,Petroleum,0.0,0.0,30069
2671,MT,Pondera,0.0,0.0,30073
2672,MT,Powder River,0.0,0.0,30075
2673,MT,Powell,0.0,0.0,30077
2674,MT,Prairie,0.0,0.0,30079
2675,MT,Rosebud,0.0,0.0,30087
2676,MT,Sweet Grass,0.0,0.0,30097
2677,MT,Treasure,0.0,0.0,30103
2678,MT,Wheatland,0.0,0.0,30107
2679,MT,Wibaux,0.0,0.0,30109
2680,NC,Alexander,0.0,0.0,37003
2681,NC,Anson,0.0,0.0,37007
2682,NC,Camden,0.0,0.0,37029
2683,NC,Caswell,0.0,0.0,37033
2684,NC,Clay,0.0,0.0,37043
2685,NC,Currituck,0.0,0.0,37053
2686,NC,Franklin,0.0,0.0,37069
2687,NC,Gates,0.0,0.0,37073
2688,NC,Graham,0.0,0.0,37075
2689,NC,Greene,0.0,0.0,37079
2690,NC,Hyde,0.0,0.0,37095
2691,NC,Jones,0.0,0.0,37103
2692,NC,Madison,0.0,0.0,37115
2693,NC,Montgomery,0.0,0.0,37123
2694,NC,Northampton,0.0,0.0,37131
2695,NC,Pamlico,0.0,0.0,37137
2696,NC,Perquimans,0.0,0.0,37143
2697,NC,Stokes,0.0,0.0,37169
2698,NC,Tyrrell,0.0,0.0,37177
2699,NC,Warren,0.0,0.0,37185
2700,NC,Washington,0.0,0.0,37187
2701,NC,Yadkin,0.0,0.0,37197
2702,NC,Yancey,0.0,0.0,37199
2703,ND,Benson,0.0,0.0,38005
2704,ND,Billings,0.0,0.0,38007
2705,ND,Bottineau,0.0,0.0,38009
2706,ND,Bowman,0.0,0.0,38011
2707,ND,Burke,0.0,0.0,38013
2708,ND,Dickey,0.0,0.0,38021
2709,ND,Divide,0.0,0.0,38023
2710,ND,Dunn,0.0,0.0,38025
2711,ND,Eddy,0.0,0.0,38027
2712,ND,Emmons,0.0,0.0,38029
2713,ND,Golden Valley,0.0,0.0,38033
2714,ND,Griggs,0.0,0.0,38039
2715,ND,Hettinger,0.0,0.0,38041
2716,ND,Kidder,0.0,0.0,38043
2717,ND,Lamoure,0.0,0.0,38045
2718,ND,Logan,0.0,0.0,38047
2719,ND,Mchenry,0.0,0.0,38049
2720,ND,Mckenzie,0.0,0.0,38053
2721,ND,Mclean,0.0,0.0,38055
2722,ND,Mercer,0.0,0.0,38057
2723,ND,Morton,0.0,0.0,38059
2724,ND,Mountrail,0.0,0.0,38061
2725,ND,Nelson,0.0,0.0,38063
2726,ND,Oliver,0.0,0.0,38065
2727,ND,Ramsey,0.0,0.0,38071
2728,ND,Ransom,0.0,0.0,38073
2729,ND,Renville,0.0,0.0,38075
2730,ND,Richland,0.0,0.0,38077
2731,ND,Sargent,0.0,0.0,38081
2732,ND,Sheridan,0.0,0.0,38083
2733,ND,Sioux,0.0,0.0,38085
2734,ND,Slope,0.0,0.0,38087
2735,ND,Steele,0.0,0.0,38091
2736,NE,Arthur,0.0,0.0,31005
2737,NE,Banner,0.0,0.0,31007
2738,NE,Blaine,0.0,0.0,31009
2739,NE,Boyd,0.0,0.0,31015
2740,NE,Brown,0.0,0.0,31017
2741,NE,Burt,0.0,0.0,31021
2742,NE,Cass,0.0,0.0,31025
2743,NE,Cedar,0.0,0.0,31027
2744,NE,Clay,0.0,0.0,31035
2745,NE,Colfax,0.0,0.0,31037
2746,NE,Dakota,0.0,0.0,31043
2747,NE,Deuel,0.0,0.0,31049
2748,NE,Dixon,0.0,0.0,31051
2749,NE,Dundy,0.0,0.0,31057
2750,NE,Franklin,0.0,0.0,31061
2751,NE,Frontier,0.0,0.0,31063
2752,NE,Garden,0.0,0.0,31069
2753,NE,Garfield,0.0,0.0,31071
2754,NE,Gosper,0.0,0.0,31073
2755,NE,Grant,0.0,0.0,31075
2756,NE,Greeley,0.0,0.0,31077
2757,NE,Hayes,0.0,0.0,31085
2758,NE,Hitchcock,0.0,0.0,31087
2759,NE,Hooker,0.0,0.0,31091
2760,NE,Keya Paha,0.0,0.0,31103
2761,NE,Logan,0.0,0.0,31113
2762,NE,Loup,0.0,0.0,31115
2763,NE,Mcpherson,0.0,0.0,31117
2764,NE,Nance,0.0,0.0,31125
2765,NE,Saunders,0.0,0.0,31155
2766,NE,Sherman,0.0,0.0,31163
2767,NE,Sioux,0.0,0.0,31165
2768,NE,Stanton,0.0,0.0,31167
2769,NE,Thomas,0.0,0.0,31171
2770,NE,Webster,0.0,0.0,31181
2771,NE,Wheeler,0.0,0.0,31183
2772,NH,Sullivan,0.0,0.0,33019
2773,NM,Catron,0.0,0.0,35003
2774,NM,Debaca,0.0,0.0,35011
2775,NM,Harding,0.0,0.0,35021
2776,NM,Hidalgo,0.0,0.0,35023
2777,NM,Mora,0.0,0.0,35033
2778,NM,Quay,0.0,0.0,35037
2779,NM,Sierra,0.0,0.0,35051
2780,NM,Torrance,0.0,0.0,35057
2781,NM,Union,0.0,0.0,35059
2782,NM,Valencia,0.0,0.0,35061
2783,NV,Esmeralda,0.0,0.0,32009
2784,NV,Eureka,0.0,0.0,32011
2785,NV,Lander,0.0,0.0,32015
2786,NV,Lincoln,0.0,0.0,32017
2787,NV,Lyon,0.0,0.0,32019
2788,NV,Nye,0.0,0.0,32023
2789,NV,Pershing,0.0,0.0,32027
2790,NV,Storey,0.0,0.0,32029
2791,NY,Greene,0.0,0.0,36039
2792,NY,Hamilton,0.0,0.0,36041
2793,NY,Seneca,0.0,0.0,36099
2794,NY,Tioga,0.0,0.0,36107
2795,NY,Washington,0.0,0.0,36115
2796,OH,Brown,0.0,0.0,39015
2797,OH,Carroll,0.0,0.0,39019
2798,OH,Lawrence,0.0,0.0,39087
2799,OH,Meigs,0.0,0.0,39105
2800,OH,Monroe,0.0,0.0,39111
2801,OH,Morgan,0.0,0.0,39115
2802,OH,Noble,0.0,0.0,39121
2803,OH,Perry,0.0,0.0,39127
2804,OH,Preble,0.0,0.0,39135
2805,OH,Putnam,0.0,0.0,39137
2806,OH,Vinton,0.0,0.0,39163
2807,OK,Alfalfa,0.0,0.0,40003
2808,OK,Beaver,0.0,0.0,40007
2809,OK,Blaine,0.0,0.0,40011
2810,OK,Caddo,0.0,0.0,40015
2811,OK,Cimarron,0.0,0.0,40025
2812,OK,Coal,0.0,0.0,40029
2813,OK,Cotton,0.0,0.0,40033
2814,OK,Craig,0.0,0.0,40035
2815,OK,Dewey,0.0,0.0,40043
2816,OK,Ellis,0.0,0.0,40045
2817,OK,Grant,0.0,0.0,40053
2818,OK,Greer,0.0,0.0,40055
2819,OK,Harmon,0.0,0.0,40057
2820,OK,Haskell,0.0,0.0,40061
2821,OK,Jefferson,0.0,0.0,40067
2822,OK,Johnston,0.0,0.0,40069
2823,OK,Le Flore,0.0,0.0,40079
2824,OK,Lincoln,0.0,0.0,40081
2825,OK,Mcintosh,0.0,0.0,40091
2826,OK,Nowata,0.0,0.0,40105
2827,OK,Okfuskee,0.0,0.0,40107
2828,OK,Pawnee,0.0,0.0,40117
2829,OK,Roger Mills,0.0,0.0,40129
2830,OK,Tillman,0.0,0.0,40141
2831,OR,Columbia,0.0,0.0,41009
2832,OR,Gilliam,0.0,0.0,41021
2833,OR,Morrow,0.0,0.0,41049
2834,OR,Polk,0.0,0.0,41053
2835,OR,Sherman,0.0,0.0,41055
2836,OR,Wheeler,0.0,0.0,41069
2837,PA,Cameron,0.0,0.0,42023
2838,PA,Forest,0.0,0.0,42053
2839,PA,Juniata,0.0,0.0,42067
2840,PA,Perry,0.0,0.0,42099
2841,PA,Pike,0.0,0.0,42103
2842,PA,Snyder,0.0,0.0,42109
2843,PA,Sullivan,0.0,0.0,42113
2844,PA,Tioga,0.0,0.0,42117
2845,PR,Adjuntas Municipio,0.0,0.0,72001
2846,PR,Aguada Municipio,0.0,0.0,72003
2847,PR,Aguadilla Municipio,0.0,0.0,72005
2848,PR,Aguas Buenas Municipio,0.0,0.0,72007
2849,PR,Aibonito Municipio,0.0,0.0,72009
2850,PR,Anasco Municipio,0.0,0.0,72011
2851,PR,Arecibo Municipio,0.0,0.0,72013
2852,PR,Arroyo Municipio,0.0,0.0,72015
2853,PR,Barceloneta Municipio,0.0,0.0,72017
2854,PR,Barranquitas Municipio,0.0,0.0,72019
2855,PR,Bayamon Municipio,0.0,0.0,72021
2856,PR,Cabo Rojo Municipio,0.0,0.0,72023
2857,PR,Caguas Municipio,0.0,0.0,72025
2858,PR,Camuy Municipio,0.0,0.0,72027
2859,PR,Canovanas Municipio,0.0,0.0,72029
2860,PR,Carolina Municipio,0.0,0.0,72031
2861,PR,Catano Municipio,0.0,0.0,72033
2862,PR,Cayey Municipio,0.0,0.0,72035
2863,PR,Ceiba Municipio,0.0,0.0,72037
2864,PR,Ciales Municipio,0.0,0.0,72039
2865,PR,Cidra Municipio,0.0,0.0,72041
2866,PR,Coamo Municipio,0.0,0.0,72043
2867,PR,Comerio Municipio,0.0,0.0,72045
2868,PR,Corozal Municipio,0.0,0.0,72047
2869,PR,Culebra Municipio,0.0,0.0,72049
2870,PR,Dorado Municipio,0.0,0.0,72051
2871,PR,Fajardo Municipio,0.0,0.0,72053
2872,PR,Florida Municipio,0.0,0.0,72054
2873,PR,Guanica Municipio,0.0,0.0,72055
2874,PR,Guayama Municipio,0.0,0.0,72057
2875,PR,Guayanilla Municipio,0.0,0.0,72059
2876,PR,Guaynabo Municipio,0.0,0.0,72061
2877,PR,Gurabo Municipio,0.0,0.0,72063
2878,PR,Hatillo Municipio,0.0,0.0,72065
2879,PR,Hormigueros Municipio,0.0,0.0,72067
2880,PR,Humacao Municipio,0.0,0.0,72069
2881,PR,Isabela Municipio,0.0,0.0,72071
2882,PR,Jayuya Municipio,0.0,0.0,72073
2883,PR,Juana Diaz Municipio,0.0,0.0,72075
2884,PR,Juncos Municipio,0.0,0.0,72077
2885,PR,Lajas Municipio,0.0,0.0,72079
2886,PR,Lares Municipio,0.0,0.0,72081
2887,PR,Las Marias Municipio,0.0,0.0,72083
2888,PR,Las Piedras Municipio,0.0,0.0,72085
2889,PR,Loiza Municipio,0.0,0.0,72087
2890,PR,Luquillo Municipio,0.0,0.0,72089
2891,PR,Manati Municipio,0.0,0.0,72091
2892,PR,Maricao Municipio,0.0,0.0,72093
2893,PR,Maunabo Municipio,0.0,0.0,72095
2894,PR,Mayaguez Municipio,0.0,0.0,72097
2895,PR,Moca Municipio,0.0,0.0,72099
2896,PR,Morovis Municipio,0.0,0.0,72101
2897,PR,Naguabo Municipio,0.0,0.0,72103
2898,PR,Naranjito Municipio,0.0,0.0,72105
2899,PR,Orocovis Municipio,0.0,0.0,72107
2900,PR,Patillas Municipio,0.0,0.0,72109
2901,PR,Penuelas Municipio,0.0,0.0,72111
2902,PR,Ponce Municipio,0.0,0.0,72113
2903,PR,Quebradillas Municipio,0.0,0.0,72115
2904,PR,Rincon Municipio,0.0,0.0,72117
2905,PR,Rio Grande Municipio,0.0,0.0,72119
2906,PR,Sabana Grande Municipio,0.0,0.0,72121
2907,PR,Salinas Municipio,0.0,0.0,72123
2908,PR,San German Municipio,0.0,0.0,72125
2909,PR,San Juan Municipio,0.0,0.0,72127
2910,PR,San Lorenzo Municipio,0.0,0.0,72129
2911,PR,San Sebastian Municipio,0.0,0.0,72131
2912,PR,Santa Isabel Municipio,0.0,0.0,72133
2913,PR,Toa Alta Municipio,0.0,0.0,72135
2914,PR,Toa Baja Municipio,0.0,0.0,72137
2915,PR,Trujillo Alto Municipio,0.0,0.0,72139
2916,PR,Utuado Municipio,0.0,0.0,72141
2917,PR,Vega Alta Municipio,0.0,0.0,72143
2918,PR,Vega Baja Municipio,0.0,0.0,72145
2919,PR,Vieques Municipio,0.0,0.0,72147
2920,PR,Villalba Municipio,0.0,0.0,72149
2921,PR,Yabucoa Municipio,0.0,0.0,72151
2922,PR,Yauco Municipio,0.0,0.0,72153
2923,RI,Bristol,0.0,0.0,44001
2924,SC,Bamberg,0.0,0.0,45009
2925,SC,Barnwell,0.0,0.0,45011
2926,SC,Berkeley,0.0,0.0,45015
2927,SC,Calhoun,0.0,0.0,45017
2928,SC,Clarendon,0.0,0.0,45027
2929,SC,Dorchester,0.0,0.0,45035
2930,SC,Fairfield,0.0,0.0,45039
2931,SC,Lee,0.0,0.0,45061
2932,SC,Marlboro,0.0,0.0,45069
2933,SC,Mccormick,0.0,0.0,45065
2934,SC,Saluda,0.0,0.0,45081
2935,SC,Williamsburg,0.0,0.0,45089
2936,SD,Aurora,0.0,0.0,46003
2937,SD,Beadle,0.0,0.0,46005
2938,SD,Bennett,0.0,0.0,46007
2939,SD,Buffalo,0.0,0.0,46017
2940,SD,Butte,0.0,0.0,46019
2941,SD,Campbell,0.0,0.0,46021
2942,SD,Clark,0.0,0.0,46025
2943,SD,Corson,0.0,0.0,46031
2944,SD,Day,0.0,0.0,46037
2945,SD,Deuel,0.0,0.0,46039
2946,SD,Dewey,0.0,0.0,46041
2947,SD,Edmunds,0.0,0.0,46045
2948,SD,Faulk,0.0,0.0,46049
2949,SD,Haakon,0.0,0.0,46055
2950,SD,Hamlin,0.0,0.0,46057
2951,SD,Hanson,0.0,0.0,46061
2952,SD,Harding,0.0,0.0,46063
2953,SD,Hyde,0.0,0.0,46069
2954,SD,Jackson,0.0,0.0,46071
2955,SD,Jones,0.0,0.0,46075
2956,SD,Kingsbury,0.0,0.0,46077
2957,SD,Lincoln,0.0,0.0,46083
2958,SD,Lyman,0.0,0.0,46085
2959,SD,Mccook,0.0,0.0,46087
2960,SD,Mcpherson,0.0,0.0,46089
2961,SD,Mellette,0.0,0.0,46095
2962,SD,Miner,0.0,0.0,46097
2963,SD,Moody,0.0,0.0,46101
2964,SD,Perkins,0.0,0.0,46105
2965,SD,Potter,0.0,0.0,46107
2966,SD,Sanborn,0.0,0.0,46111
2967,SD,Shannon,0.0,0.0,46113
2968,SD,Stanley,0.0,0.0,46117
2969,SD,Sully,0.0,0.0,46119
2970,SD,Turner,0.0,0.0,46125
2971,SD,Ziebach,0.0,0.0,46137
2972,TN,Bledsoe,0.0,0.0,47007
2973,TN,Chester,0.0,0.0,47023
2974,TN,Crockett,0.0,0.0,47033
2975,TN,Fayette,0.0,0.0,47047
2976,TN,Grainger,0.0,0.0,47057
2977,TN,Grundy,0.0,0.0,47061
2978,TN,Haywood,0.0,0.0,47075
2979,TN,Houston,0.0,0.0,47083
2980,TN,Jackson,0.0,0.0,47087
2981,TN,Johnson,0.0,0.0,47091
2982,TN,Lake,0.0,0.0,47095
2983,TN,Lauderdale,0.0,0.0,47097
2984,TN,Lewis,0.0,0.0,47101
2985,TN,Marion,0.0,0.0,47115
2986,TN,Mcnairy,0.0,0.0,47109
2987,TN,Meigs,0.0,0.0,47121
2988,TN,Moore,0.0,0.0,47127
2989,TN,Morgan,0.0,0.0,47129
2990,TN,Pickett,0.0,0.0,47137
2991,TN,Polk,0.0,0.0,47139
2992,TN,Scott,0.0,0.0,47151
2993,TN,Sequatchie,0.0,0.0,47153
2994,TN,Stewart,0.0,0.0,47161
2995,TN,Union,0.0,0.0,47173
2996,TN,Van Buren,0.0,0.0,47175
2997,TX,Aransas,0.0,0.0,48007
2998,TX,Archer,0.0,0.0,48009
2999,TX,Armstrong,0.0,0.0,48011
3000,TX,Austin,0.0,0.0,48015
3001,TX,Bandera,0.0,0.0,48019
3002,TX,Blanco,0.0,0.0,48031
3003,TX,Borden,0.0,0.0,48033
3004,TX,Briscoe,0.0,0.0,48045
3005,TX,Brooks,0.0,0.0,48047
3006,TX,Burleson,0.0,0.0,48051
3007,TX,Callahan,0.0,0.0,48059
3008,TX,Carson,0.0,0.0,48065
3009,TX,Cass,0.0,0.0,48067
3010,TX,Castro,0.0,0.0,48069
3011,TX,Clay,0.0,0.0,48077
3012,TX,Cochran,0.0,0.0,48079
3013,TX,Coke,0.0,0.0,48081
3014,TX,Collingsworth,0.0,0.0,48087
3015,TX,Comanche,0.0,0.0,48093
3016,TX,Concho,0.0,0.0,48095
3017,TX,Cottle,0.0,0.0,48101
3018,TX,Crane,0.0,0.0,48103
3019,TX,Crockett,0.0,0.0,48105
3020,TX,Crosby,0.0,0.0,48107
3021,TX,Culberson,0.0,0.0,48109
3022,TX,Delta,0.0,0.0,48119
3023,TX,Dickens,0.0,0.0,48125
3024,TX,Donley,0.0,0.0,48129
3025,TX,Duval,0.0,0.0,48131
3026,TX,Edwards,0.0,0.0,48137
3027,TX,Fannin,0.0,0.0,48147
3028,TX,Fisher,0.0,0.0,48151
3029,TX,Foard,0.0,0.0,48155
3030,TX,Franklin,0.0,0.0,48159
3031,TX,Freestone,0.0,0.0,48161
3032,TX,Frio,0.0,0.0,48163
3033,TX,Gaines,0.0,0.0,48165
3034,TX,Garza,0.0,0.0,48169
3035,TX,Glasscock,0.0,0.0,48173
3036,TX,Goliad,0.0,0.0,48175
3037,TX,Grimes,0.0,0.0,48185
3038,TX,Hall,0.0,0.0,48191
3039,TX,Hansford,0.0,0.0,48195
3040,TX,Hardeman,0.0,0.0,48197
3041,TX,Hardin,0.0,0.0,48199
3042,TX,Hartley,0.0,0.0,48205
3043,TX,Haskell,0.0,0.0,48207
3044,TX,Hemphill,0.0,0.0,48211
3045,TX,Hudspeth,0.0,0.0,48229
3046,TX,Irion,0.0,0.0,48235
3047,TX,Jackson,0.0,0.0,48239
3048,TX,Jeff Davis,0.0,0.0,48243
3049,TX,Jim Hogg,0.0,0.0,48247
3050,TX,Karnes,0.0,0.0,48255
3051,TX,Kendall,0.0,0.0,48259
3052,TX,Kenedy,0.0,0.0,48261
3053,TX,Kent,0.0,0.0,48263
3054,TX,King,0.0,0.0,48269
3055,TX,Kinney,0.0,0.0,48271
3056,TX,Knox,0.0,0.0,48275
3057,TX,La Salle,0.0,0.0,48283
3058,TX,Lavaca,0.0,0.0,48285
3059,TX,Lee,0.0,0.0,48287
3060,TX,Leon,0.0,0.0,48289
3061,TX,Liberty,0.0,0.0,48291
3062,TX,Lipscomb,0.0,0.0,48295
3063,TX,Live Oak,0.0,0.0,48297
3064,TX,Loving,0.0,0.0,48301
3065,TX,Lynn,0.0,0.0,48305
3066,TX,Madison,0.0,0.0,48313
3067,TX,Marion,0.0,0.0,48315
3068,TX,Mason,0.0,0.0,48319
3069,TX,Mcculloch,0.0,0.0,48307
3070,TX,Mcmullen,0.0,0.0,48311
3071,TX,Menard,0.0,0.0,48327
3072,TX,Mills,0.0,0.0,48333
3073,TX,Morris,0.0,0.0,48343
3074,TX,Motley,0.0,0.0,48345
3075,TX,Newton,0.0,0.0,48351
3076,TX,Ochiltree,0.0,0.0,48357
3077,TX,Oldham,0.0,0.0,48359
3078,TX,Orange,0.0,0.0,48361
3079,TX,Parmer,0.0,0.0,48369
3080,TX,Pecos,0.0,0.0,48371
3081,TX,Presidio,0.0,0.0,48377
3082,TX,Rains,0.0,0.0,48379
3083,TX,Randall,0.0,0.0,48381
3084,TX,Reagan,0.0,0.0,48383
3085,TX,Real,0.0,0.0,48385
3086,TX,Red River,0.0,0.0,48387
3087,TX,Refugio,0.0,0.0,48391
3088,TX,Roberts,0.0,0.0,48393
3089,TX,Robertson,0.0,0.0,48395
3090,TX,Runnels,0.0,0.0,48399
3091,TX,San Augustine,0.0,0.0,48405
3092,TX,San Jacinto,0.0,0.0,48407
3093,TX,San Saba,0.0,0.0,48411
3094,TX,Schleicher,0.0,0.0,48413
3095,TX,Shackelford,0.0,0.0,48417
3096,TX,Shelby,0.0,0.0,48419
3097,TX,Sherman,0.0,0.0,48421
3098,TX,Sterling,0.0,0.0,48431
3099,TX,Stonewall,0.0,0.0,48433
3100,TX,Sutton,0.0,0.0,48435
3101,TX,Terrell,0.0,0.0,48443
3102,TX,Throckmorton,0.0,0.0,48447
3103,TX,Trinity,0.0,0.0,48455
3104,TX,Upshur,0.0,0.0,48459
3105,TX,Upton,0.0,0.0,48461
3106,TX,Van Zandt,0.0,0.0,48467
3107,TX,Waller,0.0,0.0,48473
3108,TX,Wheeler,0.0,0.0,48483
3109,TX,Willacy,0.0,0.0,48489
3110,TX,Winkler,0.0,0.0,48495
3111,TX,Zapata,0.0,0.0,48505
3112,TX,Zavala,0.0,0.0,48507
3113,UM,Midway Islands,0.0,0.0,74300
3114,UT,Beaver,0.0,0.0,49001
3115,UT,Daggett,0.0,0.0,49009
3116,UT,Emery,0.0,0.0,49015
3117,UT,Morgan,0.0,0.0,49029
3118,UT,Piute,0.0,0.0,49031
3119,UT,Rich,0.0,0.0,49033
3120,UT,Wayne,0.0,0.0,49055
3121,VA,Amelia,0.0,0.0,51007
3122,VA,Amherst,0.0,0.0,51009
3123,VA,Appomattox,0.0,0.0,51011
3124,VA,Bedford City,0.0,0.0,51515
3125,VA,Bland,0.0,0.0,51021
3126,VA,Botetourt,0.0,0.0,51023
3127,VA,Bristol City,0.0,0.0,51520
3128,VA,Brunswick,0.0,0.0,51025
3129,VA,Buckingham,0.0,0.0,51029
3130,VA,Buena Vista City,0.0,0.0,51530
3131,VA,Campbell,0.0,0.0,51031
3132,VA,Caroline,0.0,0.0,51033
3133,VA,Carroll,0.0,0.0,51035
3134,VA,Charles City,0.0,0.0,51036
3135,VA,Charlotte,0.0,0.0,51037
3136,VA,Clarke,0.0,0.0,51043
3137,VA,Colonial Heights City,0.0,0.0,51570
3138,VA,Covington City,0.0,0.0,51580
3139,VA,Craig,0.0,0.0,51045
3140,VA,Cumberland,0.0,0.0,51049
3141,VA,Dickenson,0.0,0.0,51051
3142,VA,Dinwiddie,0.0,0.0,51053
3143,VA,Fairfax City,0.0,0.0,51600
3144,VA,Falls Church City,0.0,0.0,51610
3145,VA,Floyd,0.0,0.0,51063
3146,VA,Fluvanna,0.0,0.0,51065
